Pseudo Store ID,Latitude,Longitude,Visits,Chain
100047,38.7153,-104.7023,654983,Kum&Go
100048,38.9705,-104.7416,375141,Kum&Go
100049,38.8863,-104.8197,375460,Kum&Go
100050,39.7843,-104.7973,471225,Kum&Go
100051,38.8747,-104.8133,368788,Kum&Go
100052,48.2286,-101.2535,337850,Kum&Go
100053,40.3851,-104.6914,403200,Kum&Go
100054,38.8946,-104.7136,302973,Kum&Go
100055,40.3782,-104.7258,314026,Kum&Go
100056,38.8259,-104.7811,534746,Kum&Go
100057,40.391,-104.7854,645195,Kum&Go
100058,39.9864,-104.8253,432017,Kum&Go
100059,39.9146,-104.9868,459781,Kum&Go
100060,39.8321,-105.0242,609442,Kum&Go
100061,40.4069,-105.0543,687500,Kum&Go
100062,39.7417,-105.5191,145207,Kum&Go
100063,42.8355,-106.312,100965,Kum&Go
100064,40.495,-107.2597,321956,Kum&Go
100065,39.5597,-107.362,384962,Kum&Go
100066,39.5529,-107.7765,335190,Kum&Go
100067,39.5221,-107.7775,696236,Kum&Go
100068,40.0871,-108.8002,167953,Kum&Go
100069,41.5758,-109.2475,148022,Kum&Go
100070,35.8034,-90.67,435726,Kum&Go
100071,41.4415,-91.0298,549218,Kum&Go
100072,41.6616,-91.3474,206643,Kum&Go
100073,41.6704,-91.5677,317718,Kum&Go
100074,41.6499,-91.5745,106254,Kum&Go
100075,42.0347,-91.577,239985,Kum&Go
100076,41.7001,-91.6072,391272,Kum&Go
100077,42.0319,-91.6249,221283,Kum&Go
100078,41.9635,-91.7072,365906,Kum&Go
100079,34.9523,-92.0081,315762,Kum&Go
100080,34.803,-92.2533,509669,Kum&Go
100081,34.6702,-92.3622,453463,Kum&Go
100082,35.1126,-92.4476,505090,Kum&Go
100083,34.6102,-92.4945,317758,Kum&Go
100084,35.089,-92.4974,523872,Kum&Go
100085,37.1966,-93.2626,262701,Kum&Go
100086,37.2264,-93.2759,363032,Kum&Go
100087,37.1524,-93.2771,566881,Kum&Go
100088,37.2057,-93.2864,469960,Kum&Go
100089,37.1375,-93.2976,434312,Kum&Go
100090,37.139,-93.3392,426525,Kum&Go
100091,43.4452,-93.3561,368517,Kum&Go
100092,41.6638,-93.4653,217972,Kum&Go
100093,37.1192,-93.4695,583543,Kum&Go
100094,41.6449,-93.515,333840,Kum&Go
100095,42.3097,-93.5729,339766,Kum&Go
100096,42.1872,-93.5759,106043,Kum&Go
100097,41.6519,-93.6211,502056,Kum&Go
100098,41.7024,-93.6266,184572,Kum&Go
100099,41.6288,-93.7115,363401,Kum&Go
100100,41.6008,-93.7174,357700,Kum&Go
100101,41.6459,-93.7694,140536,Kum&Go
100102,41.5722,-93.7716,465908,Kum&Go
100103,41.5998,-93.7786,274168,Kum&Go
100104,41.5896,-93.8078,343254,Kum&Go
100105,37.095,-93.8088,457376,Kum&Go
100106,41.5743,-93.8527,299704,Kum&Go
100107,42.654,-93.904,54817,Kum&Go
100108,36.9146,-93.9057,248210,Kum&Go
100109,41.5379,-94.0119,146537,Kum&Go
100110,41.3359,-94.0127,292474,Kum&Go
100111,36.2545,-94.1375,451671,Kum&Go
100112,36.3126,-94.1437,534486,Kum&Go
100113,36.1743,-94.1563,341473,Kum&Go
100114,36.1928,-94.1769,289050,Kum&Go
100115,36.3802,-94.1779,477639,Kum&Go
100116,36.3367,-94.2535,413451,Kum&Go
100117,41.4956,-94.6439,108162,Kum&Go
100118,36.3068,-95.5973,374456,Kum&Go
100119,36.3168,-95.6256,173598,Kum&Go
100120,36.0198,-95.7088,583292,Kum&Go
100121,36.0615,-95.7789,238450,Kum&Go
100122,36.0179,-95.8147,228412,Kum&Go
100123,35.9728,-95.8873,368434,Kum&Go
100124,36.0937,-95.923,517360,Kum&Go
100125,41.1044,-95.9343,286035,Kum&Go
100126,36.1046,-95.9753,130261,Kum&Go
100127,36.0472,-96.0049,631009,Kum&Go
100128,41.2988,-96.0517,367396,Kum&Go
100129,36.0086,-96.1113,544746,Kum&Go
100130,41.2489,-96.1555,271806,Kum&Go
100131,41.295,-96.1769,372316,Kum&Go
100132,41.2055,-96.2118,242936,Kum&Go
100133,42.5103,-96.4174,361287,Kum&Go
100134,43.5529,-96.7318,124793,Kum&Go
100135,35.9852,-96.7401,182971,Kum&Go
100136,43.5154,-96.8117,230821,Kum&Go
100137,36.1403,-97.0524,242553,Kum&Go
100138,41.6177,-109.2315,398913,Kum&Go
100139,41.5939,-93.6345,303009,Kum&Go
100140,36.0169,-95.7969,321953,Kum&Go
100141,41.2893,-96.0865,294839,Kum&Go
100142,36.3553,-94.1524,289539,Kum&Go
100143,41.2492,-96.0232,434532,Kum&Go
100144,39.4408,-108.0297,230235,Kum&Go
100145,36.0469,-95.8503,218302,Kum&Go
100146,36.3543,-94.1169,513339,Kum&Go
100147,41.1599,-96.178,153553,Kum&Go
100148,36.0201,-90.5264,693226,Kum&Go
100149,35.8477,-90.6777,550124,Kum&Go
100150,41.6461,-91.5317,92063,Kum&Go
100151,39.5912,-106.0963,484061,Kum&Go
100152,41.5598,-93.7861,414458,Kum&Go
100153,40.2037,-104.9752,300723,Kum&Go
100154,41.2488,-96.2128,185416,Kum&Go
100155,41.5332,-93.5976,391228,Kum&Go
100156,43.5507,-96.6709,279104,Kum&Go
100157,41.6824,-93.6983,102235,Kum&Go
100158,42.0224,-93.6794,387668,Kum&Go
100159,39.6613,-106.8282,124747,Kum&Go
100160,36.2822,-94.1308,385007,Kum&Go
100161,37.1168,-93.2975,621157,Kum&Go
100162,43.5646,-96.7306,371139,Kum&Go
100163,35.8126,-90.6698,461093,Kum&Go
100164,42.4523,-96.4132,614062,Kum&Go
100165,36.3428,-94.1845,415598,Kum&Go
100166,36.6696,-96.3146,259326,Kum&Go
100167,34.7839,-92.2176,575697,Kum&Go
100168,39.8412,-105.0538,368131,Kum&Go
100169,37.1807,-93.2493,173326,Kum&Go
100170,36.6101,-93.2344,545656,Kum&Go
100171,36.0023,-95.8859,284737,Kum&Go
100172,36.0183,-95.9497,251476,Kum&Go
100173,38.8848,-104.721,401779,Kum&Go
100174,41.9235,-91.6574,539246,Kum&Go
100175,41.4966,-93.675,242347,Kum&Go
100176,39.0924,-104.8523,466021,Kum&Go
100177,36.1675,-94.119,486296,Kum&Go
100178,40.2658,-94.0156,473694,Kum&Go
100179,42.6692,-96.6641,287383,Kum&Go
100180,41.7168,-93.6016,272335,Kum&Go
100181,36.279,-95.8115,208532,Kum&Go
100182,41.4941,-95.2212,209740,Kum&Go
100183,40.4366,-104.9873,420260,Kum&Go
100184,41.2347,-96.2193,220032,Kum&Go
100185,41.2159,-96.0425,360151,Kum&Go
100186,39.7822,-104.7714,411367,Kum&Go
100187,36.0179,-95.8679,292907,Kum&Go
100188,41.6141,-94.017,133467,Kum&Go
100189,42.8577,-106.2704,35206,Kum&Go
100190,40.4386,-105.0765,231297,Kum&Go
100191,41.5273,-93.6266,224340,Kum&Go
100192,37.2422,-93.3458,385889,Kum&Go
100193,37.208,-93.3129,328582,Kum&Go
100194,40.5209,-107.5469,152482,Kum&Go
100195,40.001,-105.0362,275417,Kum&Go
100196,41.6813,-91.5664,427275,Kum&Go
100197,37.1578,-93.2289,343326,Kum&Go
100198,41.565,-93.8799,273326,Kum&Go
100199,35.372,-94.41,186494,Kum&Go
100200,41.4524,-106.808,161059,Kum&Go
100201,39.8491,-105.1646,409605,Kum&Go
100202,39.5466,-107.6529,280517,Kum&Go
100203,42.4902,-96.3971,565020,Kum&Go
100204,41.2049,-96.1378,273747,Kum&Go
100205,36.0606,-90.5475,583822,Kum&Go
100206,41.2772,-96.1011,305117,Kum&Go
100207,46.8083,-100.7887,128727,Kum&Go
100208,43.529,-96.6678,1447,Kum&Go
100209,41.63,-93.7832,128913,Kum&Go
100210,37.1412,-93.2538,541392,Kum&Go
100211,37.2534,-93.3114,459654,Kum&Go
100212,42.035,-93.5758,421786,Kum&Go
100213,41.6576,-91.5306,210331,Kum&Go
100214,39.9424,-104.9832,620179,Kum&Go
100215,35.4406,-94.3295,239281,Kum&Go
100216,39.53,-107.7828,337675,Kum&Go
100217,36.0603,-90.5205,553860,Kum&Go
100218,41.7002,-92.7259,266302,Kum&Go
100219,35.8214,-90.6384,496803,Kum&Go
100220,41.6865,-93.2466,248221,Kum&Go
100221,36.0033,-95.9765,166355,Kum&Go
100222,41.2761,-96.0232,397472,Kum&Go
100223,41.978,-91.6512,320166,Kum&Go
100224,41.5979,-93.4922,321162,Kum&Go
100225,36.1344,-96.1018,336947,Kum&Go
100226,43.5626,-96.7108,271845,Kum&Go
100227,39.3269,-108.2073,377927,Kum&Go
100228,38.9612,-104.7839,367161,Kum&Go
100229,37.3843,-93.1533,46496,Kum&Go
100230,41.4965,-94.3179,336082,Kum&Go
100231,41.6508,-91.5409,435267,Kum&Go
100232,36.2551,-94.1545,315600,Kum&Go
100233,34.5849,-92.5679,584430,Kum&Go
100234,41.6432,-93.8328,134841,Kum&Go
100235,42.4708,-96.3471,504901,Kum&Go
100236,41.6962,-91.6657,338189,Kum&Go
100237,41.6476,-91.115,370577,Kum&Go
100238,41.6156,-93.5788,457770,Kum&Go
100239,39.6671,-104.8655,373925,Kum&Go
100240,36.3634,-94.1975,283608,Kum&Go
100241,35.9088,-90.8021,207697,Kum&Go
100242,35.0706,-92.4539,807353,Kum&Go
100243,41.7724,-93.7139,134109,Kum&Go
100244,41.6735,-93.7729,174686,Kum&Go
100245,41.7451,-92.7269,307172,Kum&Go
100246,41.7531,-91.6364,253525,Kum&Go
100247,36.1329,-95.9041,335068,Kum&Go
100248,37.026,-93.2116,576241,Kum&Go
100249,41.3061,-96.1189,301999,Kum&Go
100250,37.0771,-94.1062,472432,Kum&Go
100251,35.8958,-90.7962,682045,Kum&Go
100252,38.7896,-104.7549,614930,Kum&Go
100253,37.2104,-93.237,489445,Kum&Go
100254,43.3819,-95.1291,59457,Kum&Go
100255,34.7558,-92.443,378220,Kum&Go
100256,34.8131,-92.3608,353660,Kum&Go
100257,36.1911,-95.9411,447334,Kum&Go
100258,41.7468,-93.5995,151903,Kum&Go
100259,40.4683,-106.8272,282260,Kum&Go
100260,39.7087,-104.9954,476551,Kum&Go
100261,36.195,-94.1389,284552,Kum&Go
100262,34.8318,-92.197,416032,Kum&Go
100263,34.8842,-92.392,381767,Kum&Go
100264,41.1756,-96.0804,286331,Kum&Go
100265,41.5998,-93.8656,158590,Kum&Go
100266,41.7614,-93.5716,388167,Kum&Go
100267,43.1331,-93.3532,449242,Kum&Go
100268,36.1887,-94.1167,397444,Kum&Go
100269,36.075,-95.8693,533370,Kum&Go
100270,36.2926,-95.3239,664886,Kum&Go
100271,41.6559,-93.7358,374967,Kum&Go
100272,36.2245,-94.1365,590789,Kum&Go
100273,42.009,-93.5858,322844,Kum&Go
100274,36.0179,-95.9767,312969,Kum&Go
100275,42.5047,-96.4058,224201,Kum&Go
100276,41.1462,-96.1617,366622,Kum&Go
100277,41.3613,-93.7898,562219,Kum&Go
100278,48.1537,-103.6075,285009,Kum&Go
100279,48.774,-104.5564,136306,Kum&Go
100280,48.161,-103.6445,463570,Kum&Go
100281,48.396,-102.9299,202544,Kum&Go
100282,46.1771,-103.3961,68500,Kum&Go
100283,41.5972,-109.2527,417370,Kum&Go
100284,41.5976,-109.2049,384312,Kum&Go
100285,39.5505,-107.3267,260824,Kum&Go
100286,40.4791,-104.8878,578880,Kum&Go
100287,36.2636,-95.851,297638,Kum&Go
100288,35.9435,-96.0076,414445,Kum&Go
100289,41.4243,-91.0461,510060,Kum&Go
100290,39.646,-106.0796,398929,Kum&Go
100291,36.2248,-96.7963,943815,Kum&Go
100292,35.8286,-96.3914,240720,Kum&Go
100293,36.6238,-95.1482,526470,Kum&Go
100294,36.104,-95.9054,383977,Kum&Go
100295,36.3221,-95.6093,775441,Kum&Go
100296,38.7805,-104.7233,635567,Kum&Go
100297,41.6492,-91.5014,305600,Kum&Go
100298,39.4917,-105.348,259203,Kum&Go
100299,39.7024,-105.2049,613702,Kum&Go
100300,39.7649,-105.1442,432363,Kum&Go
100301,42.0094,-91.6358,464237,Kum&Go
100302,37.6816,-92.6384,691482,Kum&Go
100303,37.1196,-93.1187,620134,Kum&Go
100304,38.8972,-104.8537,308203,Kum&Go
100305,35.7968,-90.7307,606521,Kum&Go
100306,38.8383,-104.794,256289,Kum&Go
100307,34.8675,-92.1259,688348,Kum&Go
100308,37.1806,-93.2204,678089,Kum&Go
100309,38.8672,-104.758,592280,Kum&Go
100310,36.0934,-94.2123,282047,Kum&Go
100311,36.0947,-94.1522,437305,Kum&Go
100312,37.1822,-93.3309,453295,Kum&Go
100313,37.1602,-93.3625,366290,Kum&Go
100314,42.0117,-93.6796,392216,Kum&Go
100315,36.2875,-94.1892,383651,Kum&Go
100316,42.0213,-93.6504,105781,Kum&Go
100317,40.115,-104.5221,394259,Kum&Go
100318,37.2143,-93.2752,240053,Kum&Go
100319,37.2117,-93.3478,517756,Kum&Go
100320,37.2397,-93.2602,591156,Kum&Go
100321,37.2524,-93.3115,336085,Kum&Go
100322,37.5905,-93.402,452474,Kum&Go
100323,41.2652,-96.1956,320615,Kum&Go
100324,40.623,-93.8967,264744,Kum&Go
100325,39.3694,-94.5839,141936,Kum&Go
100326,41.6145,-93.8863,252804,Kum&Go
100327,43.4229,-95.0943,157743,Kum&Go
100328,43.6618,-94.7328,239927,Kum&Go
100329,41.5849,-93.7901,247723,Kum&Go
100330,41.4388,-95.6129,228268,Kum&Go
100331,42.2276,-96.2364,355520,Kum&Go
100332,41.5585,-93.7736,898942,Kum&Go
100333,41.6156,-93.7825,281233,Kum&Go
100334,41.6143,-93.833,243270,Kum&Go
100335,41.5678,-93.8101,18833,Kum&Go
100336,41.1774,-93.7813,362575,Kum&Go
100337,43.4902,-96.7481,164019,Kum&Go
100338,43.5438,-96.7405,234015,Kum&Go
100339,43.6409,-95.9344,433742,Kum&Go
100340,47.7993,-103.2825,186293,Kum&Go
100341,40.5034,-111.8964,159631,Kum&Go
100342,46.0014,-102.6388,74933,Kum&Go
100343,41.7985,-107.2163,165453,Kum&Go
100344,36.0813,-95.8146,443837,Kum&Go
100345,40.0859,-105.9471,261820,Kum&Go
100346,36.8412,-94.4093,611409,Kum&Go
100347,38.8262,-104.7278,311328,Kum&Go
100348,36.307,-95.8186,530886,Kum&Go
100349,40.514,-107.5386,119026,Kum&Go
100350,36.0458,-95.9393,320408,Kum&Go
100351,36.6227,-95.1477,686031,Kum&Go
100352,36.1904,-95.1597,655355,Kum&Go
100353,42.8652,-85.6646,390605,Kum&Go
100354,43.002,-85.688,271334,Kum&Go
100355,41.691,-92.0673,377786,Kum&Go
100356,35.8144,-90.7142,488483,Kum&Go
100357,41.6577,-91.5373,38595,Kum&Go
100358,39.7406,-105.1102,242965,Kum&Go
100359,36.1046,-91.0995,345696,Kum&Go
100360,37.8223,-92.144,425418,Kum&Go
100361,37.8071,-92.2222,502617,Kum&Go
100362,41.6741,-93.4806,275959,Kum&Go
100363,37.1099,-93.0563,431388,Kum&Go
100364,37.1803,-93.237,225167,Kum&Go
100365,37.175,-93.2619,494047,Kum&Go
100366,38.8981,-104.7475,400899,Kum&Go
100367,38.9268,-104.7209,335436,Kum&Go
100368,36.0562,-94.1707,581383,Kum&Go
100369,37.1459,-93.4302,762716,Kum&Go
100370,37.1608,-93.3095,376224,Kum&Go
100371,37.1659,-93.2945,381097,Kum&Go
100372,37.1602,-93.2849,357862,Kum&Go
100373,37.1753,-93.2959,216250,Kum&Go
100374,37.1828,-93.3082,533281,Kum&Go
100375,37.161,-93.2768,162549,Kum&Go
100376,36.181,-94.1394,352898,Kum&Go
100377,41.6,-93.6599,486479,Kum&Go
100378,41.475,-93.6821,190726,Kum&Go
100379,39.9716,-104.7491,537291,Kum&Go
100380,41.9948,-93.6111,154852,Kum&Go
100381,41.1493,-96.0902,388019,Kum&Go
100382,37.2618,-93.2644,309107,Kum&Go
100383,37.6133,-93.4497,486046,Kum&Go
100384,41.8772,-93.5675,589500,Kum&Go
100385,36.2605901,-91.54633099,103956,Casey's General Store
100386,37.03285671,-95.63754321,71078,Casey's General Store
100387,41.33786658,-89.12089101,40257,Casey's General Store
100388,36.78321335,-89.39176901,51641,Casey's General Store
100389,42.49187698,-94.16740569,18659,Casey's General Store
100390,39.46526738,-95.73652032,16167,Casey's General Store
100391,41.97974936,-91.71522649,40663,Casey's General Store
100392,39.80240686,-89.61047779,70952,Casey's General Store
100393,42.49717518,-96.46680961,58538,Casey's General Store
100394,45.66486916,-94.81279629,115892,Casey's General Store
100395,42.2272718,-91.86934511,59650,Casey's General Store
100396,41.72009974,-94.93339446,24514,Casey's General Store
100397,41.72009974,-94.93339446,24514,Casey's General Store
100398,41.16380625,-90.03545757,28031,Casey's General Store
100399,40.40681299,-89.64917224,14862,Casey's General Store
100400,43.98029544,-94.63428082,16291,Casey's General Store
100401,37.64144645,-91.53586296,25797,Casey's General Store
100402,41.97637329,-91.61907864,44055,Casey's General Store
100403,37.28336883,-98.03240134,80701,Casey's General Store
100404,43.15968238,-93.20046585,19406,Casey's General Store
100405,35.3339358,-97.47736937,50254,Casey's General Store
100406,38.08088171,-89.39185855,40267,Casey's General Store
100407,41.32450231,-89.30690476,16266,Casey's General Store
100408,41.2969639,-91.70411145,36131,Casey's General Store
100409,44.09164022,-93.23715983,16939,Casey's General Store
100410,39.10786113,-93.21445635,85470,Casey's General Store
100411,39.6161107,-86.36497382,23819,Casey's General Store
100412,40.46837985,-86.16435226,33147,Casey's General Store
100413,40.16715955,-92.17354113,56141,Casey's General Store
100414,40.21408515,-84.63629128,35318,Casey's General Store
100415,41.0350525,-92.4330526,23920,Casey's General Store
100416,37.96874713,-89.05312403,20890,Casey's General Store
100417,41.85893895,-90.21188775,40286,Casey's General Store
100418,39.29571344,-94.90973954,34855,Casey's General Store
100419,40.8573406,-93.50006998,33439,Casey's General Store
100420,41.80159828,-91.87510072,46023,Casey's General Store
100421,40.80330158,-96.70323468,47423,Casey's General Store
100422,42.73224406,-94.67817076,46563,Casey's General Store
100423,39.9843497,-90.7605297,100332,Casey's General Store
100424,40.77933152,-84.1853095,42503,Casey's General Store
100425,38.34869679,-97.01044296,35742,Casey's General Store
100426,42.84575516,-89.06029481,26745,Casey's General Store
100427,42.47083596,-92.32321068,34950,Casey's General Store
100428,44.22942024,-88.42443432,16843,Casey's General Store
100429,37.10843383,-92.58366505,13169,Casey's General Store
100430,44.21807894,-93.56050155,38509,Casey's General Store
100431,44.94202289,-95.72282058,15057,Casey's General Store
100432,44.03318012,-92.85850928,22343,Casey's General Store
100433,41.18172181,-97.54747616,26073,Casey's General Store
100434,39.00795652,-94.12836348,49855,Casey's General Store
100435,42.74527827,-92.78986769,18987,Casey's General Store
100436,44.44130698,-93.58577166,26837,Casey's General Store
100437,34.84691084,-95.5608984,71589,Casey's General Store
100438,40.75917325,-93.31844038,31761,Casey's General Store
100439,41.40351072,-92.91702778,104820,Casey's General Store
100440,42.439762,-91.00684554,34717,Casey's General Store
100441,39.29959319,-89.28652876,34994,Casey's General Store
100442,40.19838052,-100.6355426,38320,Casey's General Store
100443,41.89143361,-91.67865184,42080,Casey's General Store
100444,38.26107695,-95.73871875,24223,Casey's General Store
100445,41.20580093,-96.15309606,54575,Casey's General Store
100446,42.96372389,-91.80638158,47539,Casey's General Store
100447,43.13597544,-93.20059623,19906,Casey's General Store
100448,41.02875571,-92.80648806,42766,Casey's General Store
100449,39.1294047,-89.8186686,33453,Casey's General Store
100450,38.73937221,-89.68738018,29665,Casey's General Store
100451,38.71852008,-93.99369967,41705,Casey's General Store
100452,39.39189999,-88.95929006,25511,Casey's General Store
100453,43.65126568,-96.21332611,35703,Casey's General Store
100454,37.44079363,-89.63731031,24978,Casey's General Store
100455,40.50090181,-98.95228555,37329,Casey's General Store
100456,41.71456138,-89.32861282,67649,Casey's General Store
100457,41.58648917,-93.66276017,54965,Casey's General Store
100458,42.46920094,-92.06406223,21307,Casey's General Store
100459,37.7750734,-89.11882545,41839,Casey's General Store
100460,41.68896881,-88.97954118,22430,Casey's General Store
100461,42.28005831,-94.29030009,32840,Casey's General Store
100462,40.02874851,-88.95724726,35500,Casey's General Store
100463,37.8797643,-95.73804583,46322,Casey's General Store
100464,46.81425187,-96.86233157,24893,Casey's General Store
100465,39.30467688,-92.51379311,18085,Casey's General Store
100466,42.84382472,-93.61641175,25534,Casey's General Store
100467,39.52085194,-86.07666567,61169,Casey's General Store
100468,42.24844193,-88.60656582,50873,Casey's General Store
100469,35.62493731,-95.98457047,26113,Casey's General Store
100470,42.16182717,-95.79384002,33304,Casey's General Store
100471,45.6112545,-94.1802087,32005,Casey's General Store
100472,37.63662011,-93.10384671,80726,Casey's General Store
100473,40.22312513,-84.4751571,24311,Casey's General Store
100474,44.814931,-91.53908719,33718,Casey's General Store
100475,37.94830115,-87.49225465,48244,Casey's General Store
100476,42.47358165,-91.11506713,36114,Casey's General Store
100477,42.03579816,-94.23251602,33672,Casey's General Store
100478,38.33168274,-88.9115777,24214,Casey's General Store
100479,41.56106924,-93.79743856,67895,Casey's General Store
100480,39.81287182,-101.0427427,34504,Casey's General Store
100481,39.02327445,-94.19697153,69953,Casey's General Store
100482,39.11592745,-90.339161,25421,Casey's General Store
100483,40.18210267,-92.57219325,40960,Casey's General Store
100484,40.77077974,-99.7402005,34700,Casey's General Store
100485,39.71196765,-94.85494015,50041,Casey's General Store
100486,37.57712486,-101.3538275,89481,Casey's General Store
100487,45.23500879,-93.66500825,20301,Casey's General Store
100488,38.16877226,-86.98937322,46113,Casey's General Store
100489,40.62414961,-93.92911888,38517,Casey's General Store
100490,35.55050082,-97.65509298,52260,Casey's General Store
100491,35.24151039,-94.63052855,57210,Casey's General Store
100492,41.65500829,-90.57258106,72933,Casey's General Store
100493,38.72334044,-89.95726738,51748,Casey's General Store
100494,42.66136548,-92.33605648,47809,Casey's General Store
100495,46.80438364,-96.82661989,29648,Casey's General Store
100496,41.61208589,-93.75641702,42654,Casey's General Store
100497,38.35235676,-87.56709989,41651,Casey's General Store
100498,44.18669653,-93.98314744,16972,Casey's General Store
100499,41.83814018,-94.08573172,15732,Casey's General Store
100500,38.84135146,-90.09653753,53123,Casey's General Store
100501,40.27739287,-85.85937326,20841,Casey's General Store
100502,36.46307299,-94.30100443,44616,Casey's General Store
100503,41.50794153,-87.03649983,36735,Casey's General Store
100504,42.39899787,-88.73432897,22735,Casey's General Store
100505,41.19581559,-87.19923434,46597,Casey's General Store
100506,43.4306239,-88.0458156,20340,Casey's General Store
100507,37.24729518,-92.5083309,42605,Casey's General Store
100508,38.95842401,-94.78042878,46198,Casey's General Store
100509,36.9386656,-92.66256675,65014,Casey's General Store
100510,35.74002334,-95.32209952,65313,Casey's General Store
100511,46.83218604,-96.85613024,20441,Casey's General Store
100512,46.76379159,-96.90292532,31966,Casey's General Store
100513,39.93202184,-91.35780412,49710,Casey's General Store
100514,37.6360771,-91.52832273,45976,Casey's General Store
100515,39.59218696,-89.58215332,40676,Casey's General Store
100516,42.05059674,-91.44445248,34616,Casey's General Store
100517,40.78001941,-91.11708579,22673,Casey's General Store
100518,37.23658049,-95.70684891,37301,Casey's General Store
100519,42.71210893,-95.43718857,13019,Casey's General Store
100520,40.52931255,-97.59635299,21944,Casey's General Store
100521,39.24151039,-91.64600953,29372,Casey's General Store
100522,41.85898263,-88.03622138,52271,Casey's General Store
100523,39.96027393,-91.37680579,38383,Casey's General Store
100524,40.76523865,-89.47343271,45151,Casey's General Store
100525,40.91590346,-91.41256391,42178,Casey's General Store
100526,37.9950104,-92.09362438,41111,Casey's General Store
100527,39.80532075,-87.67425011,42281,Casey's General Store
100528,40.08776947,-91.29194715,25808,Casey's General Store
100529,38.68961599,-85.77966857,56305,Casey's General Store
100530,39.02865925,-95.77957205,78411,Casey's General Store
100531,36.57802379,-89.97109155,13493,Casey's General Store
100532,42.40987612,-92.44965355,24531,Casey's General Store
100533,42.05688321,-93.64410675,57847,Casey's General Store
100534,41.74659538,-92.73367752,24721,Casey's General Store
100535,39.39178237,-87.30614776,47541,Casey's General Store
100536,38.58672575,-89.94691092,38773,Casey's General Store
100537,41.59208525,-90.77522205,20731,Casey's General Store
100538,43.89214686,-93.48718412,42130,Casey's General Store
100539,38.67362145,-90.01350805,123461,Casey's General Store
100540,40.24142699,-88.63261299,101660,Casey's General Store
100541,41.31672706,-96.34453559,34283,Casey's General Store
100542,45.380901,-92.87213904,21066,Casey's General Store
100543,36.75925173,-90.38333241,42622,Casey's General Store
100544,43.3089149,-91.7982891,25027,Casey's General Store
100545,37.08313214,-94.45974964,62237,Casey's General Store
100546,38.78195705,-95.1852502,64802,Casey's General Store
100547,39.8309949,-90.55511404,32962,Casey's General Store
100548,39.59803207,-89.75028926,22097,Casey's General Store
100549,42.26747805,-94.55417602,13526,Casey's General Store
100550,39.51528943,-89.04381364,33119,Casey's General Store
100551,42.10990539,-92.99061919,41958,Casey's General Store
100552,37.54770235,-97.24356489,62779,Casey's General Store
100553,38.65291296,-87.15089688,51834,Casey's General Store
100554,41.77052534,-89.70576981,36500,Casey's General Store
100555,35.50716011,-97.38806668,44561,Casey's General Store
100556,35.27013877,-94.37084661,92344,Casey's General Store
100557,41.48328072,-93.67467071,35779,Casey's General Store
100558,39.43217453,-92.93477386,21646,Casey's General Store
100559,37.19271157,-95.2954467,11767,Casey's General Store
100560,36.23621983,-90.06892969,23925,Casey's General Store
100561,40.41715214,-91.71896698,32953,Casey's General Store
