County,Position,Place ID,Title,Link,Rating,Reviews Count,Categories,Price,Phone,Snippet,Thumbnail
Oscoda County,1,g4yJXVLFghKFlbTXJbTamg,Country Corners,https://www.yelp.com/biz/country-corners-mio?osq=supermarket,4.5,2,Grocery,$$,(989) 826-6063,You will NEVER pay the prices for supermarket spices again. They also have a section with scratch...,https://s3-media0.fl.yelpcdn.com/bphoto/XHj5CIoU1y7-guVgXOeybA/348s.jpg
Oscoda County,2,Gqye2BHBp-hVg2-Woz-rZg,Family Fare Supermarkets,https://www.yelp.com/biz/family-fare-supermarket-mio-2?osq=supermarket,4.5,2,Grocery,$$,(989) 826-3614,"conventional, but all the basics you'd expect in a well stocked grocery store are there.",https://s3-media0.fl.yelpcdn.com/bphoto/QwpYMA3kS2HH6T_3bMSKfg/348s.jpg
Oscoda County,3,w1_yC-CSBpUotBIZ4CGhfQ,Rogers Family Foods,https://www.yelp.com/biz/rogers-family-foods-hale?osq=supermarket,4.3,9,"Donuts, Bakeries, Grocery",$$,(989) 728-2711,"I love small town supermarkets and that's what this place is. Very clean, friendly staff, and it...",https://s3-media0.fl.yelpcdn.com/bphoto/OIWwfzZ73yTDE422Fvpflw/348s.jpg
Oscoda County,4,G6t7Sp6Jwg-jeYlApC9c3Q,Family Fare Supermarket,https://www.yelp.com/biz/family-fare-supermarket-lewiston-lewiston-2?osq=supermarket,4.2,5,Grocery,$$,(989) 786-4519,We enjoy having such a home town store with great selection of fresh produce and friendly faces.,https://s3-media0.fl.yelpcdn.com/bphoto/PEG1X7zqMNQTtJ0bKIPagw/348s.jpg
Oscoda County,5,XfnrobQ6km-V4ZgrMMCRDg,Family Fare Supermarket,https://www.yelp.com/biz/family-fare-supermarket-houghton-lake?osq=supermarket,3.0,2,Grocery,$,(989) 366-5285,This is the nicest grocery store in the Houghton Lake/Prudenville area.,https://s3-media0.fl.yelpcdn.com/bphoto/EYG_NF2xQhleuk2M1FtCqQ/348s.jpg
Oscoda County,6,V_MR-pINpcCEVyljmMNDcg,Meijer,https://www.yelp.com/biz/meijer-alpena?osq=supermarket,4.9,9,"Department Stores, Grocery, Bakeries",$$,(989) 884-6100,"a function that requires cake, I would be let down after hearing that it was from the supermarket.",https://s3-media0.fl.yelpcdn.com/bphoto/6HXeWMxA9pxi4axAQO6otA/348s.jpg
Oscoda County,7,b_IctvEH9QldWXHFvyktyw,Family Fare Supermarket,https://www.yelp.com/biz/family-fare-supermarket-grayling-4?osq=supermarket,2.5,15,Grocery,$$,(989) 348-5011,Friendly grocery store had everything we needed for our fishing/kayaking trip on the Au Sable...,https://s3-media0.fl.yelpcdn.com/bphoto/Pp4XlAn5BEpATToXrjkJng/348s.jpg
Oscoda County,8,7WC0KFI8hUqnPYR3U_3c6A,Family Fare Supermarket,https://www.yelp.com/biz/family-fare-supermarket-roscommon-2?osq=supermarket,2.3,7,Grocery,$$,(989) 275-8426,Typical up north grocery store. Quite a variety and the prices are not bad.,https://s3-media0.fl.yelpcdn.com/bphoto/4bc0D44g1aGcZ2ajBn29OA/348s.jpg
Oscoda County,9,8UYy3QtlZYG6Dx2SNSU1qQ,Neiman’s Family Market,https://www.yelp.com/biz/neimans-family-market-tawas-city?osq=supermarket,4.3,15,"Grocery, Bakeries, Meat Shops",$$,(989) 362-9180,Great little grocery store. Best variety of specialty foods in town. The store is always clean and...,https://s3-media0.fl.yelpcdn.com/bphoto/sOilRlFH-8YQG0e9yuVVAQ/348s.jpg
Oscoda County,10,bZmBMQWK2Tvr31OseZPAhA,Save A Lot,https://www.yelp.com/biz/save-a-lot-houghton-lake?osq=supermarket,5.0,2,"Grocery, Discount Store",$,(989) 422-7227,"This store is probably the only ""supermarket"" in this part of HL that actually has a good selection...",https://s3-media0.fl.yelpcdn.com/bphoto/pqg_nuHFEHg_4yXnQm-L6w/348s.jpg
Clare County,1,oB6l0hMBYjFV942bscUmVA,Family Fare Supermarket,https://www.yelp.com/biz/family-fare-supermarket-harrison?osq=supermarket,2.2,5,Grocery,N/A,(989) 539-2108,"Don't rape us OR your everyday neighbors. You guys may be the only big local grocery store, along...",https://s3-media0.fl.yelpcdn.com/bphoto/EFHmLvwl-TFCxlxQXXhwIA/348s.jpg
Clare County,2,ukaxjX8ezHzVfbrSiJ4F5A,Ebels General Store,https://www.yelp.com/biz/ebels-general-store-falmouth?osq=supermarket,4.3,17,"Grocery, Women's Clothing, Meat Shops",$$$,(231) 826-3333,"Ebel's is like a retail oasis here: It's a supermarket, a hardware and outdoor equipment store...",https://s3-media0.fl.yelpcdn.com/bphoto/3CPliFGT8jtN8ZlkAd9Icw/348s.jpg
Clare County,3,XfnrobQ6km-V4ZgrMMCRDg,Family Fare Supermarket,https://www.yelp.com/biz/family-fare-supermarket-houghton-lake?osq=supermarket,3.0,2,Grocery,$,(989) 366-5285,This is the nicest grocery store in the Houghton Lake/Prudenville area.,https://s3-media0.fl.yelpcdn.com/bphoto/EYG_NF2xQhleuk2M1FtCqQ/348s.jpg
Clare County,4,2N_kZuSoGYvuuKxAVoFIXw,Walraven’s Country Garden Fruit Market,https://www.yelp.com/biz/walravens-country-garden-fruit-market-harrison?osq=supermarket,3.8,9,"Grocery, Fruits & Veggies, Ice Cream & Frozen Yogurt",$$,(989) 539-3565,There is always a good selection of veggies and it's cheaper than the veggies at a supermarket.,https://s3-media0.fl.yelpcdn.com/bphoto/K8_CpltLJAUq1mgjwO8sQA/348s.jpg
Clare County,5,bZmBMQWK2Tvr31OseZPAhA,Save A Lot,https://www.yelp.com/biz/save-a-lot-houghton-lake?osq=supermarket,5.0,2,"Grocery, Discount Store",$,(989) 422-7227,"This store is probably the only ""supermarket"" in this part of HL that actually has a good selection...",https://s3-media0.fl.yelpcdn.com/bphoto/pqg_nuHFEHg_4yXnQm-L6w/348s.jpg
Clare County,6,m8QSScddmInXLJu-x5Emew,Carrow’s Supermarket,https://www.yelp.com/biz/carrows-supermarket-farwell?osq=supermarket,2.8,6,Grocery,$$,(989) 588-2965,Its the only real grocery store that is close to our Lake House. We use to love the Deli counter...,https://s3-media0.fl.yelpcdn.com/bphoto/PpeaxHjYCLzjPmw5npLjiw/348s.jpg
Clare County,7,wvUJi9EpB-L0aDOWHQtydg,ALDI,https://www.yelp.com/biz/aldi-mount-pleasant-7?osq=supermarket,3.8,4,"Grocery, Fruits & Veggies, Organic Stores",N/A,(855) 955-2534,Aldi Supermarket has a bunch of different things but it doesn't have as much as stores like Walmart...,https://s3-media0.fl.yelpcdn.com/bphoto/iYLyfVImj8zlG8vlYEdBPg/348s.jpg
Clare County,8,7WC0KFI8hUqnPYR3U_3c6A,Family Fare Supermarket,https://www.yelp.com/biz/family-fare-supermarket-roscommon-2?osq=supermarket,2.3,7,Grocery,$$,(989) 275-8426,Typical up north grocery store. Quite a variety and the prices are not bad.,https://s3-media0.fl.yelpcdn.com/bphoto/4bc0D44g1aGcZ2ajBn29OA/348s.jpg
Clare County,9,qF9nm6qvEtA9KTiGhGXjzQ,Family Fare,https://www.yelp.com/biz/family-fare-cadillac-4?osq=supermarket,4.8,6,"Grocery, Drugstores",$$,(231) 775-4233,Self checkout excellent and always full service operating. Great deli selection.,https://s3-media0.fl.yelpcdn.com/bphoto/MoNLOVDrGNLJuU_UG396lA/348s.jpg
Clare County,10,EPVVsNyzgFfngXqx2S6Pvw,Family Fare Supermarket,https://www.yelp.com/biz/family-fare-supermarket-rose-city-2?osq=supermarket,1.3,3,Grocery,$$$,(989) 685-2351,Went in yesterday to return some bottles and do my morning grocery shopping and while I was...,https://s3-media0.fl.yelpcdn.com/bphoto/3ca7W4DLSf7e_PLGkvTEyQ/348s.jpg
Wexford County,1,MlAv6RGZ1UnR1z_aw74cdQ,Meijer,https://www.yelp.com/biz/meijer-traverse-city?osq=supermarket,3.3,46,"Grocery, Department Stores, Bakeries",$$,(231) 941-1543,Best supermarket/department store...they have about everything except hunting supplies!!!,https://s3-media0.fl.yelpcdn.com/bphoto/LxLubEXUzmbNhkG1WxP8cw/348s.jpg
Wexford County,2,nIFmmFlgAP0aJP2bdc8z9A,Honor Family Market,https://www.yelp.com/biz/honor-family-market-honor?osq=supermarket,4.9,14,Grocery,$$$,(231) 325-3360,Great local grocery store. My husband said the burgers and brat burgers were really delicious and...,https://s3-media0.fl.yelpcdn.com/bphoto/BfxdQ9QFlrifi2z3Wgjp8A/348s.jpg
Wexford County,3,NGm5JfkLRJmCMOydMEWDrQ,Family Fare Supermarket,https://www.yelp.com/biz/family-fare-supermarket-manistee?osq=supermarket,3.8,4,"Grocery, Bakeries, Seafood",N/A,(231) 723-3434,Great local supermarket has aisle bumber of products on shopping carts to make experience even...,https://s3-media0.fl.yelpcdn.com/bphoto/nqy9LlZqcuhlpXLvvwC5_g/348s.jpg
Wexford County,4,fO-iWi4hsx-tGIHgDsxrcw,Anderson’s Market,https://www.yelp.com/biz/andersons-market-glen-arbor?osq=supermarket,4.1,35,"Grocery, Beer, Wine & Spirits, Delis",$$$,(231) 334-3149,This supermarket is great to have in the area for people in cottages etc so they do not have to...,https://s3-media0.fl.yelpcdn.com/bphoto/-qh2wq93WPtKkhGMA9YyDw/348s.jpg
Wexford County,5,ukaxjX8ezHzVfbrSiJ4F5A,Ebels General Store,https://www.yelp.com/biz/ebels-general-store-falmouth?osq=supermarket,4.3,17,"Grocery, Women's Clothing, Meat Shops",$$$,(231) 826-3333,"Ebel's is like a retail oasis here: It's a supermarket, a hardware and outdoor equipment store...",https://s3-media0.fl.yelpcdn.com/bphoto/3CPliFGT8jtN8ZlkAd9Icw/348s.jpg
Wexford County,6,6rGREyKFyiyWEEariXjNFA,ALDI,https://www.yelp.com/biz/aldi-traverse-city?osq=supermarket,3.4,14,"Grocery, Fruits & Veggies, Organic Stores",$,(855) 955-2534,ALDI claims to save shoppers up to 50% over supermarket prices. So how do they keep their prices...,https://s3-media0.fl.yelpcdn.com/bphoto/_IpthUYxRVrI2cK8lg1pUw/348s.jpg
Wexford County,7,43qdr81rr0cyyjlEoxAQPw,Village Market,https://www.yelp.com/biz/village-market-elk-rapids?osq=supermarket,4.3,9,Grocery,$$,(231) 264-5629,"Although their supermarket layout is a nightmare, they have most everything you need/want.",https://s3-media0.fl.yelpcdn.com/assets/srv0/yelp_styleguide/ec91c6e75078/assets/img/default_avatars/business_medium_square.png
Wexford County,8,WDMefzrJk1s0Da9k9hHK5g,Tom’s Food Markets - 14th Street,https://www.yelp.com/biz/toms-food-markets-14th-street-traverse-city-2?osq=supermarket,3.3,7,"Grocery, Beer, Wine & Spirits, Delis",N/A,(231) 946-4115,"It's much more convenient than going to the supermarket metropolis with 1,000 other people.",https://s3-media0.fl.yelpcdn.com/bphoto/SaIE9Invq1Eo4V5oRgcn1A/348s.jpg
Wexford County,9,qF9nm6qvEtA9KTiGhGXjzQ,Family Fare,https://www.yelp.com/biz/family-fare-cadillac-4?osq=supermarket,4.8,6,"Grocery, Drugstores",$$,(231) 775-4233,Self checkout excellent and always full service operating. Great deli selection.,https://s3-media0.fl.yelpcdn.com/bphoto/MoNLOVDrGNLJuU_UG396lA/348s.jpg
Wexford County,10,0hqBR0_IQ9Q-0G1vL2z7Bw,Family Fare,https://www.yelp.com/biz/family-fare-frankfort-3?osq=supermarket,3.1,7,Grocery,N/A,(231) 352-7151,Supermarkets are crushing with great profits. Guaranteed those owners making lots more during this...,https://s3-media0.fl.yelpcdn.com/bphoto/SLvjXADON9-HMAXP_TkD5A/348s.jpg
Iosco County,1,8UYy3QtlZYG6Dx2SNSU1qQ,Neiman’s Family Market,https://www.yelp.com/biz/neimans-family-market-tawas-city?osq=supermarket,4.3,15,"Grocery, Bakeries, Meat Shops",$$,(989) 362-9180,Great little grocery store. Best variety of specialty foods in town. The store is always clean and...,https://s3-media0.fl.yelpcdn.com/bphoto/sOilRlFH-8YQG0e9yuVVAQ/348s.jpg
Iosco County,2,w1_yC-CSBpUotBIZ4CGhfQ,Rogers Family Foods,https://www.yelp.com/biz/rogers-family-foods-hale?osq=supermarket,4.3,9,"Donuts, Bakeries, Grocery",$$,(989) 728-2711,"I love small town supermarkets and that's what this place is. Very clean, friendly staff, and it...",https://s3-media0.fl.yelpcdn.com/bphoto/OIWwfzZ73yTDE422Fvpflw/348s.jpg
Iosco County,3,G6t7Sp6Jwg-jeYlApC9c3Q,Family Fare Supermarket,https://www.yelp.com/biz/family-fare-supermarket-lewiston-lewiston-2?osq=supermarket,4.2,5,Grocery,$$,(989) 786-4519,We enjoy having such a home town store with great selection of fresh produce and friendly faces.,https://s3-media0.fl.yelpcdn.com/bphoto/PEG1X7zqMNQTtJ0bKIPagw/348s.jpg
Iosco County,4,g4yJXVLFghKFlbTXJbTamg,Country Corners,https://www.yelp.com/biz/country-corners-mio?osq=supermarket,4.5,2,Grocery,$$,(989) 826-6063,You will NEVER pay the prices for supermarket spices again. They also have a section with scratch...,https://s3-media0.fl.yelpcdn.com/bphoto/XHj5CIoU1y7-guVgXOeybA/348s.jpg
Iosco County,5,Gqye2BHBp-hVg2-Woz-rZg,Family Fare Supermarkets,https://www.yelp.com/biz/family-fare-supermarket-mio-2?osq=supermarket,4.5,2,Grocery,$$,(989) 826-3614,"conventional, but all the basics you'd expect in a well stocked grocery store are there.",https://s3-media0.fl.yelpcdn.com/bphoto/QwpYMA3kS2HH6T_3bMSKfg/348s.jpg
Iosco County,6,qXQHYsw1x05SMRYKsHV8Tw,Family Fare Supermarket,https://www.yelp.com/biz/family-fare-supermarket-oscoda-3?osq=supermarket,1.8,16,Grocery,$$$,(989) 739-0090,"The other local grocery store - Louie's Fresh Market - isn't much better for produce, but I did find...",https://s3-media0.fl.yelpcdn.com/bphoto/1KKF84Rw1KVu3wMDz5lJIA/348s.jpg
Iosco County,7,bgjRlz-A80LL1orum-w2Jg,Town & Country Supermarket,https://www.yelp.com/biz/town-and-country-supermarket-pinconning?osq=supermarket,4.5,2,"Grocery, Drugstores",N/A,(616) 799-4742,Good everyday values and terrific specials. Excellent selection of meats.,https://s3-media0.fl.yelpcdn.com/bphoto/ZzjhQIJxWRFvWTVUW9WRew/348s.jpg
Iosco County,8,Y6Sil-UvuZBBhIjVzw_ktg,Louie’s Fresh Market,https://www.yelp.com/biz/louies-fresh-market-oscoda?osq=supermarket,4.0,2,Grocery,N/A,(989) 739-7313,"They have a good selection of quality meats, which I personally believe rivals the local supermarket.",https://s3-media0.fl.yelpcdn.com/bphoto/k8czb8IgS_l8CB7nJfA8NA/348s.jpg
Iosco County,9,EPVVsNyzgFfngXqx2S6Pvw,Family Fare Supermarket,https://www.yelp.com/biz/family-fare-supermarket-rose-city-2?osq=supermarket,1.3,3,Grocery,$$$,(989) 685-2351,Went in yesterday to return some bottles and do my morning grocery shopping and while I was...,https://s3-media0.fl.yelpcdn.com/bphoto/3ca7W4DLSf7e_PLGkvTEyQ/348s.jpg
Iosco County,10,XFgIgAMvXNnDvnPdCSqiGg,Family Fare Supermarket,https://www.yelp.com/biz/family-fare-supermarket-standish?osq=supermarket,N/A,N/A,Grocery,N/A,(989) 846-9574,N/A,https://s3-media0.fl.yelpcdn.com/bphoto/LgH3v5MIrAlK6PbxALtyFw/348s.jpg
Montmorency County,1,G6t7Sp6Jwg-jeYlApC9c3Q,Family Fare Supermarket,https://www.yelp.com/biz/family-fare-supermarket-lewiston-lewiston-2?osq=supermarket,4.2,5,Grocery,$$,(989) 786-4519,We enjoy having such a home town store with great selection of fresh produce and friendly faces.,https://s3-media0.fl.yelpcdn.com/bphoto/PEG1X7zqMNQTtJ0bKIPagw/348s.jpg
Montmorency County,2,g4yJXVLFghKFlbTXJbTamg,Country Corners,https://www.yelp.com/biz/country-corners-mio?osq=supermarket,4.5,2,Grocery,$$,(989) 826-6063,You will NEVER pay the prices for supermarket spices again. They also have a section with scratch...,https://s3-media0.fl.yelpcdn.com/bphoto/XHj5CIoU1y7-guVgXOeybA/348s.jpg
Montmorency County,3,4EUKEEzeaxYwJN2uSt7qtw,Ken’s Village Market,https://www.yelp.com/biz/kens-village-market-indian-river?osq=supermarket,4.0,18,"Grocery, Delis",$$,(231) 238-9342,Local grocery store. Apple fritters and custard filled long johns particularly excellent.,https://s3-media0.fl.yelpcdn.com/bphoto/X3Dp9n-3AVNTF4nnhpOoWA/348s.jpg
Montmorency County,4,b_IctvEH9QldWXHFvyktyw,Family Fare Supermarket,https://www.yelp.com/biz/family-fare-supermarket-grayling-4?osq=supermarket,2.5,15,Grocery,$$,(989) 348-5011,Friendly grocery store had everything we needed for our fishing/kayaking trip on the Au Sable...,https://s3-media0.fl.yelpcdn.com/bphoto/Pp4XlAn5BEpATToXrjkJng/348s.jpg
Montmorency County,5,V_MR-pINpcCEVyljmMNDcg,Meijer,https://www.yelp.com/biz/meijer-alpena?osq=supermarket,4.9,9,"Department Stores, Grocery, Bakeries",$$,(989) 884-6100,"a function that requires cake, I would be let down after hearing that it was from the supermarket.",https://s3-media0.fl.yelpcdn.com/bphoto/6HXeWMxA9pxi4axAQO6otA/348s.jpg
Montmorency County,6,Gqye2BHBp-hVg2-Woz-rZg,Family Fare Supermarkets,https://www.yelp.com/biz/family-fare-supermarket-mio-2?osq=supermarket,4.5,2,Grocery,$$,(989) 826-3614,"conventional, but all the basics you'd expect in a well stocked grocery store are there.",https://s3-media0.fl.yelpcdn.com/bphoto/QwpYMA3kS2HH6T_3bMSKfg/348s.jpg
Montmorency County,7,YnbLCucM-F1P11_k7-306A,Family Fare Supermarket,https://www.yelp.com/biz/family-fare-supermarket-gaylord-3?osq=supermarket,2.3,11,Grocery,$$$,(989) 731-3222,"This is a nice grocery store, with a surprisingly large health &amp; beauty section, and all the wine...",https://s3-media0.fl.yelpcdn.com/bphoto/7uot9R4TFEB9FdaTRf0ZGg/348s.jpg
Montmorency County,8,7WC0KFI8hUqnPYR3U_3c6A,Family Fare Supermarket,https://www.yelp.com/biz/family-fare-supermarket-roscommon-2?osq=supermarket,2.3,7,Grocery,$$,(989) 275-8426,Typical up north grocery store. Quite a variety and the prices are not bad.,https://s3-media0.fl.yelpcdn.com/bphoto/4bc0D44g1aGcZ2ajBn29OA/348s.jpg
Montmorency County,9,U-F264xj_b73S84ykw-qzw,Family Fare Supermarket,https://www.yelp.com/biz/family-fare-supermarket-rogers-city?osq=supermarket,N/A,N/A,Grocery,N/A,(989) 734-4182,N/A,https://s3-media0.fl.yelpcdn.com/assets/srv0/yelp_styleguide/ec91c6e75078/assets/img/default_avatars/business_medium_square.png
Montmorency County,10,Y6Sil-UvuZBBhIjVzw_ktg,Louie’s Fresh Market,https://www.yelp.com/biz/louies-fresh-market-oscoda?osq=supermarket,4.0,2,Grocery,N/A,(989) 739-7313,"They have a good selection of quality meats, which I personally believe rivals the local supermarket.",https://s3-media0.fl.yelpcdn.com/bphoto/k8czb8IgS_l8CB7nJfA8NA/348s.jpg
Alpena County,1,V_MR-pINpcCEVyljmMNDcg,Meijer,https://www.yelp.com/biz/meijer-alpena?osq=supermarket,4.9,9,"Department Stores, Grocery, Bakeries",$$,(989) 884-6100,"a function that requires cake, I would be let down after hearing that it was from the supermarket.",https://s3-media0.fl.yelpcdn.com/bphoto/6HXeWMxA9pxi4axAQO6otA/348s.jpg
Alpena County,2,G6t7Sp6Jwg-jeYlApC9c3Q,Family Fare Supermarket,https://www.yelp.com/biz/family-fare-supermarket-lewiston-lewiston-2?osq=supermarket,4.2,5,Grocery,$$,(989) 786-4519,We enjoy having such a home town store with great selection of fresh produce and friendly faces.,https://s3-media0.fl.yelpcdn.com/bphoto/PEG1X7zqMNQTtJ0bKIPagw/348s.jpg
Alpena County,3,g4yJXVLFghKFlbTXJbTamg,Country Corners,https://www.yelp.com/biz/country-corners-mio?osq=supermarket,4.5,2,Grocery,$$,(989) 826-6063,You will NEVER pay the prices for supermarket spices again. They also have a section with scratch...,https://s3-media0.fl.yelpcdn.com/bphoto/XHj5CIoU1y7-guVgXOeybA/348s.jpg
Alpena County,4,Gqye2BHBp-hVg2-Woz-rZg,Family Fare Supermarkets,https://www.yelp.com/biz/family-fare-supermarket-mio-2?osq=supermarket,4.5,2,Grocery,$$,(989) 826-3614,"conventional, but all the basics you'd expect in a well stocked grocery store are there.",https://s3-media0.fl.yelpcdn.com/bphoto/QwpYMA3kS2HH6T_3bMSKfg/348s.jpg
Alpena County,5,Y6Sil-UvuZBBhIjVzw_ktg,Louie’s Fresh Market,https://www.yelp.com/biz/louies-fresh-market-oscoda?osq=supermarket,4.0,2,Grocery,N/A,(989) 739-7313,"They have a good selection of quality meats, which I personally believe rivals the local supermarket.",https://s3-media0.fl.yelpcdn.com/bphoto/k8czb8IgS_l8CB7nJfA8NA/348s.jpg
Alpena County,6,U-F264xj_b73S84ykw-qzw,Family Fare Supermarket,https://www.yelp.com/biz/family-fare-supermarket-rogers-city?osq=supermarket,N/A,N/A,Grocery,N/A,(989) 734-4182,N/A,https://s3-media0.fl.yelpcdn.com/assets/srv0/yelp_styleguide/ec91c6e75078/assets/img/default_avatars/business_medium_square.png
Roscommon County,1,XfnrobQ6km-V4ZgrMMCRDg,Family Fare Supermarket,https://www.yelp.com/biz/family-fare-supermarket-houghton-lake?osq=supermarket,3.0,2,Grocery,$,(989) 366-5285,This is the nicest grocery store in the Houghton Lake/Prudenville area.,https://s3-media0.fl.yelpcdn.com/bphoto/EYG_NF2xQhleuk2M1FtCqQ/348s.jpg
Roscommon County,2,bZmBMQWK2Tvr31OseZPAhA,Save A Lot,https://www.yelp.com/biz/save-a-lot-houghton-lake?osq=supermarket,5.0,2,"Grocery, Discount Store",$,(989) 422-7227,"This store is probably the only ""supermarket"" in this part of HL that actually has a good selection...",https://s3-media0.fl.yelpcdn.com/bphoto/pqg_nuHFEHg_4yXnQm-L6w/348s.jpg
Roscommon County,3,ukaxjX8ezHzVfbrSiJ4F5A,Ebels General Store,https://www.yelp.com/biz/ebels-general-store-falmouth?osq=supermarket,4.3,17,"Grocery, Women's Clothing, Meat Shops",$$$,(231) 826-3333,"Ebel's is like a retail oasis here: It's a supermarket, a hardware and outdoor equipment store...",https://s3-media0.fl.yelpcdn.com/bphoto/3CPliFGT8jtN8ZlkAd9Icw/348s.jpg
Roscommon County,4,7WC0KFI8hUqnPYR3U_3c6A,Family Fare Supermarket,https://www.yelp.com/biz/family-fare-supermarket-roscommon-2?osq=supermarket,2.3,7,Grocery,$$,(989) 275-8426,Typical up north grocery store. Quite a variety and the prices are not bad.,https://s3-media0.fl.yelpcdn.com/bphoto/4bc0D44g1aGcZ2ajBn29OA/348s.jpg
Roscommon County,5,w1_yC-CSBpUotBIZ4CGhfQ,Rogers Family Foods,https://www.yelp.com/biz/rogers-family-foods-hale?osq=supermarket,4.3,9,"Donuts, Bakeries, Grocery",$$,(989) 728-2711,"I love small town supermarkets and that's what this place is. Very clean, friendly staff, and it...",https://s3-media0.fl.yelpcdn.com/bphoto/OIWwfzZ73yTDE422Fvpflw/348s.jpg
Roscommon County,6,b_IctvEH9QldWXHFvyktyw,Family Fare Supermarket,https://www.yelp.com/biz/family-fare-supermarket-grayling-4?osq=supermarket,2.5,15,Grocery,$$,(989) 348-5011,Friendly grocery store had everything we needed for our fishing/kayaking trip on the Au Sable...,https://s3-media0.fl.yelpcdn.com/bphoto/Pp4XlAn5BEpATToXrjkJng/348s.jpg
Roscommon County,7,Gqye2BHBp-hVg2-Woz-rZg,Family Fare Supermarkets,https://www.yelp.com/biz/family-fare-supermarket-mio-2?osq=supermarket,4.5,2,Grocery,$$,(989) 826-3614,"conventional, but all the basics you'd expect in a well stocked grocery store are there.",https://s3-media0.fl.yelpcdn.com/bphoto/QwpYMA3kS2HH6T_3bMSKfg/348s.jpg
