Place ID,User Name,User ID,User Link,User Thumbnail,User Address,User Photos Count,User Reviews Count,Review Text,Review Language,Review Date,Rating,Feedback Useful,Feedback Funny,Feedback Cool
meijer-alpena,Pete P.,PxCTlTfaABn78JEuGT7S8g,https://www.yelp.com/user_details?userid=PxCTlTfaABn78JEuGT7S8g,https://s3-media0.fl.yelpcdn.com/photo/HqdH3qShSDULCPOINbI2TQ/60s.jpg,"Detroit, MI",22,355,This has got to be THE friendliest Meijer I have ever been in!!!! No less than 8 employees greeted me and asked me how I was and wanted to help me find anything I might be looking for. This is a newer Meijer and it really shows. The place is spotless and well lit. The aisles are wide and everything is very accessible. The meat and produce areas were well stocked and everything was very fresh. It's a nice choice to go to besides the Wal Mart across the street. I hope the good people of Alpena embrace this store and it is here for the long haul because I had a great shopping experience here!!!!,en,8/26/2015,5,3,N/A,N/A
meijer-alpena,Emily G.,TkH7MZLEtqqJ-bQMtHOuZQ,https://www.yelp.com/user_details?userid=TkH7MZLEtqqJ-bQMtHOuZQ,https://s3-media0.fl.yelpcdn.com/photo/DUzyDJ8igAcWoP0ngqH2Ug/60s.jpg,"Port Angeles, WA",10,17,"This is a great store, super clean and bright and fun to shop in. Employees are nice and helpful, and my kids love the samples they have sometimes and stopping to say hi to the live lobsters. They have a yarn and craft section, awesome makeup selection including some fancier brands like the balm and bare minerals, and lots of vitamins and supplements.",en,4/19/2016,5,1,N/A,1
meijer-alpena,Sara S.,LwMXGLXYenpw8n-GnRC1DQ,https://www.yelp.com/user_details?userid=LwMXGLXYenpw8n-GnRC1DQ,https://s3-media0.fl.yelpcdn.com/photo/9kkXNbqHEAV8onOBOhH24A/60s.jpg,"Alpena, MI",5,21,Employees are very friendly. I only hate shopping here because the customers I interact with are always rude and crazy on busy days.,en,12/22/2015,4,N/A,N/A,N/A
meijer-alpena,M H.,LGlk-Zb69sGQwJVu2w4U_Q,https://www.yelp.com/user_details?userid=LGlk-Zb69sGQwJVu2w4U_Q,https://s3-media0.fl.yelpcdn.com/assets/srv0/yelp_styleguide/514f6997a318/assets/img/default_avatars/user_60_square.png,"Tampa Bay, FL",253,501,"Sooooo happy Meijer is in Alpena as I hate giving $ to Walmart and Walmart used to be the only mega store option in town. This location is great - huge, clean, great produce area, and the low prices you associate with Meijer. Every employee was super friendly and nice.",en,8/24/2016,5,2,N/A,2
meijer-alpena,Katie Y.,qgKScw2dYvvwJkvljXgFGA,https://www.yelp.com/user_details?userid=qgKScw2dYvvwJkvljXgFGA,https://s3-media0.fl.yelpcdn.com/assets/srv0/yelp_styleguide/514f6997a318/assets/img/default_avatars/user_60_square.png,"Alpena, MI",N/A,2,"Meijer is the place I go to get everything! They are constantly having sales on produce, other foods, beauty products, and clothes. Their produce is always fresh and they sell it for a good price as well. They have more of a variety of makeup lines than Walmart does. I will occasionally even find cute clothing items there. The staff is friendly and always helpful and the store is the cleanest I've ever seen.",en,7/22/2017,5,N/A,N/A,N/A
meijer-auburn-hills,Ted J.,w8q1hum7FsGb6hb9T_2j2g,https://www.yelp.com/user_details?userid=w8q1hum7FsGb6hb9T_2j2g,https://s3-media0.fl.yelpcdn.com/photo/75824VkmJ_RqPUgg3xmEFA/60s.jpg,"Brookfield, WI",680,1398,"I had a major issue here that they were able to resolve to my satisfaction.The manager emailed and called and followed up to assure I was satisfied.If you have trouble at this location, give them a chance to fix it. They do care about their customers.",en,12/6/2023,5,N/A,N/A,N/A
meijer-auburn-hills,James M.,skM8EuDwOQCG8hh4UOLr5A,https://www.yelp.com/user_details?userid=skM8EuDwOQCG8hh4UOLr5A,https://s3-media0.fl.yelpcdn.com/photo/_PYtlYvL012nQatzzvxu4A/60s.jpg,"MI, MI",17,53,"This is a great Meijer -- well stocked, clean and tidy. Prices are affordable across the board. Outstanding selection of frozen pizzas and tasty chicken from Deli up front. Was unaware of the  $ 2.50  Chicken breakfast sandwiches.  Very tasty , recommend",en,1/27/2022,5,N/A,N/A,N/A
meijer-auburn-hills,Becki B.,p2WzI1eXcleCPUbbwJIBUg,https://www.yelp.com/user_details?userid=p2WzI1eXcleCPUbbwJIBUg,https://s3-media0.fl.yelpcdn.com/photo/usZJ2WNEh-pzcQCXdMDaQQ/60s.jpg,"Lake Orion, MI",162,517,"While an email to corporate got no results, I love that our local Meijer store is so fabulously customer focused!I tried the Meijer pick-up for the first time, and realized when I got home that my receipt showed a toilet paper substitution (my bad - I meant to mark no substitutions on the order but missed that). The punchline - I was charged and received NO toilet paper! I emailed customer service, and texted back to the pick-up number. Customer service never replied.The local store called when they got my text and took all the details. The woman on the phone promised to escalate it to a customer service manager at the store, and I heard back again shortly. Jennifer said to wait and see if customer service email fixed it, but just in case she took my address and promised to follow-up and send me a gift card to compensate for the toilet paper (she couldn't adjust the amount already charged).Long story short - Jennifer rocks and I used my gift card today to get the rest of my Thanksgiving needs. So thankful for my wonderful local Meijer store employees :)",en,11/25/2020,5,1,N/A,2
meijer-auburn-hills,Julie H.,LSmb5qCq0RC8lM09TKUqZQ,https://www.yelp.com/user_details?userid=LSmb5qCq0RC8lM09TKUqZQ,https://s3-media0.fl.yelpcdn.com/photo/tglYnSMRnz6goI0CrNrtsQ/60s.jpg,"Johns Island, Charleston, SC",394,156,"I live in South Carolina and we don't have Meijer there. When I visit my family in Michigan, I love to shop at Meijer. So many wonderful things under one roof. I am impressed with the freshness of the fruit and vegetables. The store is clean and well stocked. Sometimes you run into lines for the cash registers, but they move fast. On 10/13/21 at 19:16:12, James provided my checkout, and he was so kind and courteous! A truly wonderful shopping experience.",en,10/15/2021,5,1,N/A,1
meijer-auburn-hills,Jessica R.,ZJTy-5FF_Kz_SUUl2DRvmA,https://www.yelp.com/user_details?userid=ZJTy-5FF_Kz_SUUl2DRvmA,https://s3-media0.fl.yelpcdn.com/assets/srv0/yelp_styleguide/514f6997a318/assets/img/default_avatars/user_60_square.png,"Auburn Hills, MI",3,2,"This meijer absolutely INFURIATES me. Every single time I come here, the fish in the tanks and containers look absolutely terrible. The beta fish barely have an inch of water in their containers. Betas don't need a lot of room, but it is terrible how poorly they treat them. Yes, they're just fish, but cmon people... it's really not that hard. You can rarely find an employee to get some help, and they're typically always out of things that I need. I hate this meijer.",en,5/20/2022,1,2,N/A,N/A
meijer-auburn-hills,Marcella G.,HWKqQBRWfGtat-0FL9H4VA,https://www.yelp.com/user_details?userid=HWKqQBRWfGtat-0FL9H4VA,https://s3-media0.fl.yelpcdn.com/assets/srv0/yelp_styleguide/514f6997a318/assets/img/default_avatars/user_60_square.png,"Key Biscayne, FL",N/A,3,Meijer.com is a joke .. will not be using their services any longer .. ! I ordered for my mom who is disabled and can't shop herself so I ordered for her . I just had surgery so can't take her .. well after they charged not only her credit card but her ebt and didn't fulfill the order .. now after speaking with the complaints department there is nothing they can do .. so now she had to wait 3-5 days until she gets her money back.. what a mess.. how do they know if that's all the money she had ?! Offered nothing in return.. boygotting meijer all together.. plenty of other places to shop !!,en,11/17/2022,1,N/A,N/A,N/A
meijer-auburn-hills,Brittney W.,Zd6tjEpcX4OQ7jJfJGUPNA,https://www.yelp.com/user_details?userid=Zd6tjEpcX4OQ7jJfJGUPNA,https://s3-media0.fl.yelpcdn.com/assets/srv0/yelp_styleguide/514f6997a318/assets/img/default_avatars/user_60_square.png,"North Street, MI",9,16,Always out of literally everything I need so I'm forced to drive to Kroger after here very often to get missed items. Employees are usually pretty nice but they stare a lot.,en,3/10/2022,1,N/A,N/A,N/A
meijer-auburn-hills,Ashley C.,cAEZkEdZg3HTyJvqyFcsiQ,https://www.yelp.com/user_details?userid=cAEZkEdZg3HTyJvqyFcsiQ,https://s3-media0.fl.yelpcdn.com/photo/KLgKbYbNfJYCf7BPoWj3jw/60s.jpg,"Charter Township of Clinton, MI",2,10,"I'm going to go straight to the balloon department. I have never, experienced such slow service. After 30 minutes of watching someone blow up 11...yes eleven balloons I decided to download the Yelp app, and do this review while I'm continuing to wait for the remaining seven. It took 2 pages over the intercom and twenty minutes of waiting for someone to come over and now 30 minutes of blowing up these balloons. It will take over  an HOUR to blow up 18 balloons!!! I would have left, but I have a cart full and with the baby I just can't do it. This is ridiculous.",en,11/21/2020,1,N/A,N/A,N/A
meijer-auburn-hills,Ben F.,3G5PLZ9fWOGf4yqYOT-vuQ,https://www.yelp.com/user_details?userid=3G5PLZ9fWOGf4yqYOT-vuQ,https://s3-media0.fl.yelpcdn.com/photo/oHZ2PZzvWJRUwqoifN1Vdw/60s.jpg,"Pleasanton, CA",N/A,10,Employees told me I could return a gift card when I bought it because I wasn't sure my niece would like it. She said she wanted a different one so I went to return it and they said they don't return gift cards. So the employees obviously have no knowledge of their store policies. Never shopping here again would rather go to Target right across the street.,en,6/2/2021,1,N/A,N/A,N/A
meijer-auburn-hills,Albert K.,4VfR87_EkCKBCIh9UDOC4w,https://www.yelp.com/user_details?userid=4VfR87_EkCKBCIh9UDOC4w,https://s3-media0.fl.yelpcdn.com/photo/DK539UsbtlUoUiAhHyfB4A/60s.jpg,"Troy, MI",472,511,"I have always been a fan of Meijer, but this one is much nicer than the typical store. Along with the standard amenities, I appreciate the little touches like have seating in the book area, and overall they just do a great job keeping this location clean.  Also, they have a solid craft beer sections.",en,4/3/2019,4,1,N/A,N/A
meijer-rochester-hills-2,Lori C.,pbZLMYlxY42IHMPLBvHcBQ,https://www.yelp.com/user_details?userid=pbZLMYlxY42IHMPLBvHcBQ,https://s3-media0.fl.yelpcdn.com/photo/awnAyzgduQDJ271a9IyEmA/60s.jpg,"Oakland charter Township, MI",12,37,"I love this Meijer's.  Probably because the people that work there are so amazing.  From the dairy/freezer food section, beauty/health, dry foods, produce, through to check out and customer service.  Everyone is willing to help and friendly.  Seeing the same people is comforting. I have been going to this location since they opened.  I tend to compare them to other locations and other trendy stores.  I always think this store is the one for me.  They recently did a bit of reworking the shelves and new products.  The employees work really hard.  They always look like they take pride in what they do.   Very nice to see.",en,10/8/2019,5,N/A,1,N/A
meijer-rochester-hills-2,Lauren P.,Sc9wmkjiAfj8jAXYMihjTg,https://www.yelp.com/user_details?userid=Sc9wmkjiAfj8jAXYMihjTg,https://s3-media0.fl.yelpcdn.com/assets/srv0/yelp_styleguide/514f6997a318/assets/img/default_avatars/user_60_square.png,"Pontiac, MI",4,23,"So id like to know how much the cashier's at meijer are making, it can't be much because there are only 2 lines open EVER other than the self checkouts. The lines are RIDICULOUSLY LONG. People standing there for an hour meanwhile the frozen foods unthawing, forget getting ice cream because itll be bad before you leave. I used to love meijer but now 2-3x a week i DREAD going. I don't mind using the self checkout atall except every other item itll stop working so you have to call an employee over and wait..and wait and wait some more because everyone else's machines are down also. So why shop there? Because im not getting paid as a cashier or bagger, but if i don't go in self checkout and do everything myself, ill be in an hour 1/2 line with food that's gone bad  Mejjers makes enough money to pay an APPROPRIATE WAGE to there worker's/future workers so they can hire more help smh. Rant over",en,5/7/2023,1,N/A,N/A,N/A
meijer-rochester-hills-2,Amanda B.,grv8l0dcsGFuJPa0_cXkRg,https://www.yelp.com/user_details?userid=grv8l0dcsGFuJPa0_cXkRg,https://s3-media0.fl.yelpcdn.com/photo/KS9Z26KmYf-gS8CNWATt4w/60s.jpg,"Troy, MI",1754,596,"Don't get balloons at Meijer, a modern fairytale: *first off all of the balloons were tied onto one balloon string, instead of individual, the end result being a weird crown of balloons*at checkout the cashier literally untied one of the specialty balloons to scan it, then let it go. It was magical watching it float to the ceiling. ‍ *i had noticed that the woman who got my balloons for me had a cut on her hand, didn't notice until I got to my friends house that the woman helping me apparently bled on one of the balloons.  *all of the balloons were deflated the day after I got them",en,3/8/2022,1,N/A,N/A,N/A
meijer-rochester-hills-2,Wayne K.,zucuB8z9OoJJtOX4ROmKCQ,https://www.yelp.com/user_details?userid=zucuB8z9OoJJtOX4ROmKCQ,https://s3-media0.fl.yelpcdn.com/assets/srv0/yelp_styleguide/514f6997a318/assets/img/default_avatars/user_60_square.png,"Washington, DC",N/A,1,"It was not quite 8 pm on a Sunday night.  The store closes at Midnight.  Only one check-out open.  There were 11 self-checks with a line up.  Staff was snarky.  Come on Meijer corporate, you can do better than this.",en,7/23/2023,1,1,N/A,N/A
meijer-rochester-hills-2,Karen W.,OMWn1Kqsh_Yio8TuH4pMsg,https://www.yelp.com/user_details?userid=OMWn1Kqsh_Yio8TuH4pMsg,https://s3-media0.fl.yelpcdn.com/photo/QKV1Gs8LxYl_VfuFzQZJ5w/60s.jpg,"MI, MI",860,824,"This is the worst Meijer I've ever been to. The layout if very strange and not typical of Meijer. The Food is spread out all over the place. Took me 35 minutes to find eggs, which wear near the shoes and frozen. Ummmm ok, logical right.They have a very limited selection if home goods compared to other Meijer locations. I was unable to find several things I was looking for and had to go next door to Walmart. I will drive the extra 7 minutes for the Rochester Rd. Meijer in the future.",en,6/12/2021,2,3,N/A,1
meijer-rochester-hills-2,Russ R.,_gSaywoa3v7b3i2iN7EwFw,https://www.yelp.com/user_details?userid=_gSaywoa3v7b3i2iN7EwFw,https://s3-media0.fl.yelpcdn.com/photo/xGeWsrLMhftHcfDa6dT5zw/60s.jpg,"Royal Oak, MI",N/A,2,Clean store laid out well and hundred times better than. Walmart  And Meijers simply give program gets customers involved in helping others in need,en,12/28/2022,5,N/A,N/A,N/A
meijer-rochester-hills-2,Michael W.,hc89DC6xaXIcvFRF-TXu0Q,https://www.yelp.com/user_details?userid=hc89DC6xaXIcvFRF-TXu0Q,https://s3-media0.fl.yelpcdn.com/assets/srv0/yelp_styleguide/514f6997a318/assets/img/default_avatars/user_60_square.png,"Rochester Hills, MI",N/A,8,Everything was in stock that I was looking for and the store was clean. The cashier was friendly and efficient.,en,4/18/2023,5,N/A,N/A,N/A
meijer-rochester-hills-2,Cindy S.,Cwv8lhMLI13ysQUNLHtvdA,https://www.yelp.com/user_details?userid=Cwv8lhMLI13ysQUNLHtvdA,https://s3-media0.fl.yelpcdn.com/photo/T_w-W8gfumcuNsYHEq6DTQ/60s.jpg,"Troy, MI",1,7,"Went shopping at meijer (marketplace location)   so disappointed big time.  Store was a mess.  Shelves were basically empty.    I expected that to a point.   The big issue was how dirty the store was.  Sugar on the floor and all over the shelves.   Bread on the floor.  Moldy  produce, brown lettuce (all varieties)   and just pure grossness.  The fruit was horrible.  Brown grapes and bruised apples. Needless to say i did not purchase any fresh produce except a small bunch of broccoli.  It still cost me over $200 for the minimal groceries.   Will not return.",en,10/13/2022,1,N/A,N/A,N/A
meijer-rochester-hills-2,P M.,EvQkoCuvPB3JqqTlXIf4eg,https://www.yelp.com/user_details?userid=EvQkoCuvPB3JqqTlXIf4eg,https://s3-media0.fl.yelpcdn.com/assets/srv0/yelp_styleguide/514f6997a318/assets/img/default_avatars/user_60_square.png,"Warren, MI",N/A,1,Don't purchase gift cards at Meijer's.  We purchased a $100 Meijer gift card as a present only to discover later from the recipient that there were $0 on the card.  Meijer's management were less then helpful in trying to resolve the issue and basically said that once we left the store with the card there was nothing they could do.,en,2/18/2023,1,N/A,N/A,N/A
meijer-rochester-hills-2,Amy P.,p2d-dI88yKgzLU-IeslWcg,https://www.yelp.com/user_details?userid=p2d-dI88yKgzLU-IeslWcg,https://s3-media0.fl.yelpcdn.com/assets/srv0/yelp_styleguide/514f6997a318/assets/img/default_avatars/user_60_square.png,"Rochester, MI",1,4,"Only 4 cashiers working at any given time and lines to use self checkout can take 40 minutes- the lines daily go into the card section or clothing section. More employees are needed. Major stock issues since the pandemic as well despite Kroger and other neighboring Meijers have most items in stock pretty consistently. Also, we don't need greeters at the door to say hello.. would much prefer to have additional cashiers who can actually check out and keep the process of moving quickly",en,12/4/2022,1,N/A,N/A,N/A
meijer-waterford-township,Russ H.,6_GliouxI6YBOByAI-bzkw,https://www.yelp.com/user_details?userid=6_GliouxI6YBOByAI-bzkw,https://s3-media0.fl.yelpcdn.com/photo/-Ta_u8xvz31yCTQTeYwEIw/60s.jpg,"Royal Oak, MI",16,307,"Meijer's is a fixture in Michigan. It has never been the nicest looking store or had the best merchandise but that's not what they trade on. The are about convenience. I come here often for groceries. If there is something they do well, it's their groceries. Good selection, decent prices, and always open.The best I can do is list what they do well and what they don't.Do Well:1 - Hours: They are 24-hour. Can't do better than that.2 - Groceries: Good selections and well kept.3 - Registers: While in peak times, the lines can get long, they are usually good about keeping enough registers open.Do Not:1 - Staff can run from very helpful, to not terribly helpful. Not rude but uninformed sometimes.2 - Store can be disorganized. It is a huge place, so it would be very hard to keep it perfectly organized all the time, but sometime it seems as if they just don't put disorganized shelves back how they should go.3 - Not a place with high-end things. Always has had the feel of a place with mid to low end bargain merch. In the end, I go here often for bottle returns and groceries. If I need a press-board bookshelf, or cheap folding chairs, this is a place for that. Great for emergencies, especially at 2am. But will never be a Target.But it IS much better than Wal-Mart. I will always come to Meijer's before Wal-Mart",en,10/13/2020,3,2,3,2
meijer-waterford-township,Gary W.,vB1GBcBzxskRXPI6Ur2cdw,https://www.yelp.com/user_details?userid=vB1GBcBzxskRXPI6Ur2cdw,https://s3-media0.fl.yelpcdn.com/assets/srv0/yelp_styleguide/514f6997a318/assets/img/default_avatars/user_60_square.png,"Downtown Detroit, Detroit, MI",N/A,1,Turned me away an hour before they were supposed to close.Store hikes prices of milk around Christmas time in hopes people are too busy to notice the hike.,en,9/10/2023,1,N/A,N/A,N/A
meijer-waterford-township,Andrea G.,v0mgTuawTPa0i90WJA785w,https://www.yelp.com/user_details?userid=v0mgTuawTPa0i90WJA785w,https://s3-media0.fl.yelpcdn.com/assets/srv0/yelp_styleguide/514f6997a318/assets/img/default_avatars/user_60_square.png,"Waterford Township, MI",N/A,2,"Been going here since the 90s - therefore, I know this place *used* to be geared towards the working class. Their low-sodium options are hit or miss (been asking for months if they will consider low sodium ramen - and they still just have 10 different salt bombs). Lately, their self scanners aren't registering sale prices. Those are things I can deal with... my issue is that they're still raising prices, even though the pandemic has been over for months. Maybe they're trying to pay their employees more, but I get literal anxiety every time I walk in now: ""Did they raise prices again?"" They have the money to stock DKNY, yet raised the price on cotton rounds by $0.50 in August 2023?? Friggin cotton rounds??Plus, they're leaning more towards bulk sales now. Like... ""buy five 8ct soaps, get $5 off!"" If I wanted to buy in bulk, I'd go to Costco! As a single woman, I can't afford 40 bars of soap right now! Like I said, I've been going here since the 90s. Sooooooo I *know* that if something was labeled ""2 for $4"" then I *used* to be able to get just one for $2. Idk where I'm gonna shop now. I trusted Meijer. But something about the recent cotton round increase made me snap. ""It's only $0.50, Andrea."" Okay so then let me keep it",en,9/1/2023,1,N/A,N/A,N/A
meijer-waterford-township,Stacy K.,FAiE6HRi9XUPh_piFWUqsw,https://www.yelp.com/user_details?userid=FAiE6HRi9XUPh_piFWUqsw,https://s3-media0.fl.yelpcdn.com/photo/qHiT80Z8ejZNsoiSluqn8w/60s.jpg,"Waterford Township, MI",2923,809,"I have been shopping here for years and years. It is a pretty good location. I come here for literally everything, as they sell almost everything. I do like that their website now will indicate which location has the product I am looking for, it does get pretty tricky nowadays when there are so many product delays. Often I have found what I was looking for here compared to some of the other local grocery stores, like a specific coffee creamer, or Mickey Mouse ice cream novelties. They are pretty nice here, they have always come through when I need something as far as answering questions or going out of their way to look for products, even if it turns out there are not currently in stock. This location has gone through many renovations. I do like their current set-up, and I like their current self checkout line, which sort of resembles Walmart. They prices are pretty good here too. I really love their sales and discounts. I find a lot of presents here at a deep discount and great discounted shoes, especially Totes or Sketchers. This is a great place for Halloween finds as well.",en,8/20/2022,4,N/A,N/A,N/A
meijer-waterford-township,Charles M.,Vh05VAfR4mM2kWixnXanpw,https://www.yelp.com/user_details?userid=Vh05VAfR4mM2kWixnXanpw,https://s3-media0.fl.yelpcdn.com/photo/RDCehZxcEj5Sq2rBDoOuaQ/60s.jpg,"Waterford Township, MI",N/A,25,"OK I used to love the meijer Pharmacy.  They used to be friendly helpful and competent. However lately they seem tobe as useless as a nose on a rock.  I will call in a couple of days before a prescription runs out. Occasionally I will be out of refils and they will need to contact my Dr to get more refils approved.  In the past year 3 times this has happened and I run out waiting. I call them and no one has bothered to call the Dr.  Heck I will call the dr if I have to but dont tell me you are going to do it and make me go several days without my meds because you are too lazy and incompitent to do your damn job.  To all out there I would recomend another pharmacy, CVS, Wallgreens Kroger, Walmart or any other just avoid this one like the plague. It might save your life Sadly one star was the lowest I could give them",en,1/5/2023,1,N/A,N/A,N/A
meijer-waterford-township,Jacob G.,w3DaRqh-CQ5g-dS2B9_Jdg,https://www.yelp.com/user_details?userid=w3DaRqh-CQ5g-dS2B9_Jdg,https://s3-media0.fl.yelpcdn.com/photo/CZt0PvmdOVT8Sq1DD1MRuQ/60s.jpg,"Pontiac, MI",1,4,For a free cookie I was told to look for a Pam And then waited there for 8 minutes . Horrible customer service,en,7/18/2022,1,N/A,N/A,N/A
meijer-waterford-township,Lu F.,TvKpazAvQLSnKwodcuuEYg,https://www.yelp.com/user_details?userid=TvKpazAvQLSnKwodcuuEYg,https://s3-media0.fl.yelpcdn.com/photo/c92pe_i1puEDRGEcc3XGCQ/60s.jpg,"Clawson, MI",43,247,"This particular Meijer's always has a well organized and neat clothing department. They and that carry some really nice children's clothing!  Isles are well stocked and staff is helpful. One thing, keep a better eye on meat expiration dates in the meat section and the pre packaged deli meat areas!",en,11/28/2022,4,N/A,N/A,N/A
meijer-waterford-township,Nick D.,IQqe8hLRRNrRnMl_8TlLdw,https://www.yelp.com/user_details?userid=IQqe8hLRRNrRnMl_8TlLdw,https://s3-media0.fl.yelpcdn.com/photo/wbs8GFY8xP0qPhuptxACtA/60s.jpg,"MI, MI",62,38,I have been here several times for various reasons and have yet to write a review. Overall out of the ten or so times I have been here I have always been greeted by friendly staff as well as a clean and well organized shopping environment. This is my go to Meijer!,en,9/11/2022,5,1,N/A,N/A
