County,Position,Place ID,Title,Link,Rating,Reviews Count,Categories,Price,Phone,Snippet,Thumbnail
Luce County,1,VrBS50kiB7vFFKd5a-SaPA,Meijer,https://www.yelp.com/biz/meijer-sault-sainte-marie?osq=meijer,3.9,9,"Grocery, Bakeries, Department Stores",$,(906) 253-2800,"I honestly love Meijer, from the aesthetic to the quality of the products that I buy here.",https://s3-media0.fl.yelpcdn.com/bphoto/Hs3DWT2TCTcpUGYV356TnA/348s.jpg
Luce County,2,w2QNOuYWwLPrabGJiwrKAg,Rahilly’s IGA,https://www.yelp.com/biz/rahillys-iga-newberry?osq=meijer,3.7,3,"Meat Shops, Grocery",$$,(906) 293-5141,"As one of the main grocery stores in the Newberry area, you would expect better.",https://s3-media0.fl.yelpcdn.com/bphoto/1s5krTNo7Uy5NMAqS_CvgQ/348s.jpg
Luce County,3,xSgujxXH0N5gVG1-Xoq0wA,Snyder Drug Store,https://www.yelp.com/biz/snyder-drug-store-newberry?osq=meijer,2.0,1,"Drugstores, Photography Stores & Services",$$$,(906) 293-8571,"1. They lost a star for price on a lot of things. 2. Then lost another one for hygiene, should be more. When going to the bathroom, the soap dispenser would…",https://s3-media0.fl.yelpcdn.com/bphoto/eEY_07c-8C4n_inj_T2c0A/348s.jpg
Luce County,4,8v5y-HvkDGtgNMWv41e7rg,Jack’s Fresh Market,https://www.yelp.com/biz/jacks-fresh-market-manistique?osq=meijer,4.3,37,"Grocery, Beer, Wine & Spirits, Delis",$$,(906) 341-8070,"It's comparable to a Meijer or Kroger, and Jack's was incredibly clean and organized.",https://s3-media0.fl.yelpcdn.com/bphoto/d3yOVsPU4wkiV8WIwOVxJQ/348s.jpg
Luce County,5,om_-LsoFwhCLE4ohjNukIA,Pickelman’s Petro,https://www.yelp.com/biz/pickelmans-petro-newberry?osq=meijer,1.0,1,Grocery,N/A,(906) 293-5514,Worst store I have ever been to there customer service is horrible I went here feburary 21st 2019 and I went to go and buy a pop I seen they had a Sprite…,https://s3-media0.fl.yelpcdn.com/assets/srv0/yelp_styleguide/ec91c6e75078/assets/img/default_avatars/business_medium_square.png
Luce County,6,l3O_Qi3ZV39yLa6N-7JEpw,Dollar General,https://www.yelp.com/biz/dollar-general-newberry-3?osq=meijer,N/A,N/A,"Grocery, Discount Store",N/A,(906) 291-3210,N/A,https://s3-media0.fl.yelpcdn.com/assets/srv0/yelp_styleguide/ec91c6e75078/assets/img/default_avatars/business_medium_square.png
Luce County,7,6P-RTSGib5MmDOT_dbDx2A,Gene’s Tahquamenon General Store,https://www.yelp.com/biz/genes-tahquamenon-general-store-paradise?osq=meijer,1.0,1,"Grocery, Convenience Stores",N/A,(906) 492-3560,"Cashier was the only person in the store not wearing a mask. When we asked why, she said ""Medical."" One word. Not good. Will NEVER stop in for gas or food…",https://s3-media0.fl.yelpcdn.com/bphoto/eN10SgKmZ0I_t4QDfJ3Zng/348s.jpg
Luce County,8,3KX0G-6lmqMrrjzctZmOVg,Mac’s Market,https://www.yelp.com/biz/macs-market-newberry?osq=meijer,N/A,N/A,"Bakeries, Grocery",N/A,(906) 293-5158,N/A,https://s3-media0.fl.yelpcdn.com/assets/srv0/yelp_styleguide/ec91c6e75078/assets/img/default_avatars/business_medium_square.png
Luce County,9,EboT09tlfZgfQGiP-neUaQ,Paradise Foods,https://www.yelp.com/biz/paradise-foods-paradise?osq=meijer,4.3,12,Grocery,$$,(906) 492-3538,"Small town grocery store. Helpful people, but not a lot of selection. They mostly had what we...",https://s3-media0.fl.yelpcdn.com/bphoto/0IJZnWxMs9uWVj3sfskh_w/348s.jpg
Luce County,10,xGxTo7spfViohhP9pPRzxg,Seney Enterprises,https://www.yelp.com/biz/seney-enterprises-seney?osq=meijer,N/A,N/A,Grocery,N/A,(906) 499-3323,N/A,https://s3-media0.fl.yelpcdn.com/assets/srv0/yelp_styleguide/ec91c6e75078/assets/img/default_avatars/business_medium_square.png
Oscoda County,1,yOn9cL6Rdn5iQQRerOHTKQ,Meijer,https://www.yelp.com/biz/meijer-west-branch-2?osq=meijer,5.0,1,"Grocery, Beer, Wine & Spirits, Department Stores",N/A,(989) 787-3040,This Meijer is top notch! Clean and well organized; friendly staff: and everything you could want in...,https://s3-media0.fl.yelpcdn.com/bphoto/6AS3kC4fOZ33k6qGqfyXtg/348s.jpg
Oscoda County,2,7H0sHW9gLRfVexYjBEUgVA,Walmart Supercenter,https://www.yelp.com/biz/walmart-supercenter-gaylord?osq=meijer,2.6,21,"Department Stores, Grocery",$,(989) 732-8090,So i called Meijer they had nothing in my price range. But i must say that they had very good...,https://s3-media0.fl.yelpcdn.com/bphoto/DXTBGsMCYzKgbzyUT4Z6Lw/348s.jpg
Oscoda County,3,hoqqEasKXnKDBK-vB-bU2w,Fairview Food Market,https://www.yelp.com/biz/fairview-food-market-fairview?osq=meijer,4.7,3,Grocery,N/A,(989) 848-2820,The Fairview Food Market is a remarkable small town grocery store in northern Michigan.,https://s3-media0.fl.yelpcdn.com/bphoto/gf1SGoHln2UoWaTI7mv_1Q/348s.jpg
Oscoda County,4,Gqye2BHBp-hVg2-Woz-rZg,Family Fare Supermarkets,https://www.yelp.com/biz/family-fare-supermarket-mio-2?osq=meijer,4.5,2,Grocery,$$,(989) 826-3614,"conventional, but all the basics you'd expect in a well stocked grocery store are there.",https://s3-media0.fl.yelpcdn.com/bphoto/QwpYMA3kS2HH6T_3bMSKfg/348s.jpg
Oscoda County,5,b_IctvEH9QldWXHFvyktyw,Family Fare Supermarket,https://www.yelp.com/biz/family-fare-supermarket-grayling-4?osq=meijer,2.5,15,Grocery,$$,(989) 348-5011,"The store was clean, the layout better than any mind-boggling Walmart or Meijer and the prices were...",https://s3-media0.fl.yelpcdn.com/bphoto/Pp4XlAn5BEpATToXrjkJng/348s.jpg
Oscoda County,6,g4yJXVLFghKFlbTXJbTamg,Country Corners,https://www.yelp.com/biz/country-corners-mio?osq=meijer,4.5,2,Grocery,$$,(989) 826-6063,You will NEVER pay the prices for supermarket spices again. They also have a section with scratch...,https://s3-media0.fl.yelpcdn.com/bphoto/XHj5CIoU1y7-guVgXOeybA/348s.jpg
Oscoda County,7,33AXA94Khci_7AihzKm3Dg,Perch’s IGA Foodstore,https://www.yelp.com/biz/perchs-iga-foodstore-alpena?osq=meijer,4.6,5,"Grocery, Beer, Wine & Spirits",$$,(989) 354-4012,It's there and the size is great! Better than you're average Meijer or Walmart produce.,https://s3-media0.fl.yelpcdn.com/bphoto/eHyBjNv2nPbAnqBiq4STdA/348s.jpg
Oscoda County,8,WT6PwK4K75fdfEgzRMk4QA,Pioneer Family Pharmacy,https://www.yelp.com/biz/pioneer-family-pharmacy-mio?osq=meijer,5.0,1,Drugstores,N/A,(989) 826-8989,Fast friendly service. Sometimes I need a script while I'm in town visiting and they've always been great at getting them for me.,https://s3-media0.fl.yelpcdn.com/bphoto/kN2p7hJ_cc9ppgC1FbFrxQ/348s.jpg
Oscoda County,9,I2BZYXh2YWgF_AxGHsqw-A,Walmart Supercenter,https://www.yelp.com/biz/walmart-supercenter-west-branch?osq=meijer,1.6,9,Department Stores,$,(989) 343-1309,And I never even made it to the grocery side of the store. The only bright spot was the young lady...,https://s3-media0.fl.yelpcdn.com/bphoto/FZ2vCVwtb-GRzp1tBPRiRA/348s.jpg
Oscoda County,10,vn9RuUh_-qZ2VJ1VWWUSYA,Dollar General,https://www.yelp.com/biz/dollar-general-mio?osq=meijer,N/A,N/A,"Discount Store, Grocery",N/A,(734) 412-7225,N/A,https://s3-media0.fl.yelpcdn.com/assets/srv0/yelp_styleguide/ec91c6e75078/assets/img/default_avatars/business_medium_square.png
Clare County,1,XPWkyrhSNFHrEK0THwM-sA,Meijer,https://www.yelp.com/biz/meijer-mount-pleasant-3?osq=meijer,2.5,21,"Department Stores, Grocery, Bakeries",$$,(989) 772-4700,I first started going to Meijer in the late 60s when there was only 1 store located in Greenville...,https://s3-media0.fl.yelpcdn.com/bphoto/YJDHJI36TfhIvqi4aL8ynA/348s.jpg
Clare County,2,LOHziriO9Lxne2o6QXddOw,Steve’s Country Market,https://www.yelp.com/biz/steves-country-market-harrison?osq=meijer,4.3,3,"Meat Shops, Grocery",N/A,(989) 539-3110,"bef"" to be as high or ""higher than I can get it driving to Mt.Pleasant (Meijers) when they have...",https://s3-media0.fl.yelpcdn.com/assets/srv0/yelp_styleguide/ec91c6e75078/assets/img/default_avatars/business_medium_square.png
Clare County,3,PgeksksWAZCno5H5Z_U3Bw,Lake General Store,https://www.yelp.com/biz/lake-general-store-lake?osq=meijer,5.0,3,"Grocery, Convenience Stores",$,(989) 544-2453,Not what I expected on the inside. Even a meat counter! Great place to get groceries.,https://s3-media0.fl.yelpcdn.com/assets/srv0/yelp_styleguide/ec91c6e75078/assets/img/default_avatars/business_medium_square.png
Clare County,4,GjQFt_W3C3MqJ_b8cNZ5ng,Walmart Supercenter,https://www.yelp.com/biz/walmart-supercenter-cadillac?osq=meijer,1.6,15,"Department Stores, Grocery",$$,(231) 775-8778,I think I'm taking my business to Meijer.,https://s3-media0.fl.yelpcdn.com/bphoto/l0mEoIvWsaxn6h9ajXB_KQ/348s.jpg
Clare County,5,oB6l0hMBYjFV942bscUmVA,Family Fare Supermarket,https://www.yelp.com/biz/family-fare-supermarket-harrison?osq=meijer,2.2,5,Grocery,N/A,(989) 539-2108,I no longer shop there but instead make the trip to Meijers in Mt Pleasant or Walmart in Houghton...,https://s3-media0.fl.yelpcdn.com/bphoto/EFHmLvwl-TFCxlxQXXhwIA/348s.jpg
Clare County,6,wvs8Do9KfphWLcL30Pdw7A,Green Tree Co-op Market,https://www.yelp.com/biz/green-tree-co-op-market-mount-pleasant?osq=meijer,4.6,25,"Grocery, Fruits & Veggies, Delis",$$,(989) 772-3221,The groceries are more expensive than you'd find at a Krogers or Meijer but you're supporting local...,https://s3-media0.fl.yelpcdn.com/bphoto/fmq2cd999zW5qeyplON2Eg/348s.jpg
Clare County,7,0hYZ6ippMEEDG8mKwspCDA,Walmart Supercenter,https://www.yelp.com/biz/walmart-supercenter-midland-2?osq=meijer,2.4,12,"Grocery, Department Stores",$,(989) 835-6069,"The price of most non-sale items are lower than they are at Meijer, but when there is a special then...",https://s3-media0.fl.yelpcdn.com/bphoto/8OfEWOQWsQhLp0u8ej0nZw/348s.jpg
Clare County,8,Eoikr99pEa5r6K4GWfNh-g,Walmart Supercenter,https://www.yelp.com/biz/walmart-supercenter-houghton-lake-2?osq=meijer,1.8,12,Department Stores,$$,(989) 366-9766,"If you can wait and take a trip to Cadillac and go to Meijer, even better!",https://s3-media0.fl.yelpcdn.com/bphoto/Lzc6A0Y1VUIp9ihOCJ2bCQ/348s.jpg
Clare County,9,rGDHJWGT2klx5qmN14mRUA,Walmart Supercenter,https://www.yelp.com/biz/walmart-supercenter-big-rapids?osq=meijer,1.7,11,"Department Stores, Grocery, Electronics",$,(231) 796-1443,We will now do all of our shopping at Meijer.,https://s3-media0.fl.yelpcdn.com/bphoto/k86PknzLCgOUnIE1P7cJCg/348s.jpg
Clare County,10,4Ha2FmKBLSfxlnMVHIYOtg,Witbeck’s Family Foods,https://www.yelp.com/biz/witbecks-family-foods-clare?osq=meijer,3.3,4,Grocery,$$,(989) 386-7591,"A unique local grocery store, everyone is friendly and helpful. A walk through the store just to...",https://s3-media0.fl.yelpcdn.com/bphoto/-SLJqx_6lPd5GIbtZvvqKA/348s.jpg
Wexford County,1,cKM5ltxM5bABFfex4PmUoQ,Meijer,https://www.yelp.com/biz/meijer-cadillac-3?osq=meijer,3.7,15,"Grocery, Bakeries, Department Stores",$,(231) 876-2800,"Thanks for a great experience Meijer of Cadillac, MI. Go here for all your grocery needs!!!",https://s3-media0.fl.yelpcdn.com/bphoto/fp9hi0KC6ybpvwpADCNx8w/348s.jpg
Wexford County,2,MlAv6RGZ1UnR1z_aw74cdQ,Meijer,https://www.yelp.com/biz/meijer-traverse-city?osq=meijer,3.3,46,"Grocery, Department Stores, Bakeries",$$,(231) 941-1543,I can't specifically say much about this Meijer to differentiate it from any of the dozen or so...,https://s3-media0.fl.yelpcdn.com/bphoto/LxLubEXUzmbNhkG1WxP8cw/348s.jpg
Wexford County,3,GjQFt_W3C3MqJ_b8cNZ5ng,Walmart Supercenter,https://www.yelp.com/biz/walmart-supercenter-cadillac?osq=meijer,1.6,15,"Department Stores, Grocery",$$,(231) 775-8778,I think I'm taking my business to Meijer.,https://s3-media0.fl.yelpcdn.com/bphoto/l0mEoIvWsaxn6h9ajXB_KQ/348s.jpg
Wexford County,4,455RtUz6Q4f5LcYyqEp4FQ,Market 37,https://www.yelp.com/biz/market-37-mesick?osq=meijer,5.0,1,Grocery,N/A,(231) 885-1740,The sausages aren't your meijer version sausages. They are huge and they are worth it.,https://s3-media0.fl.yelpcdn.com/bphoto/sFohWGS0bYKr1pPVZHPivA/348s.jpg
Wexford County,5,NGm5JfkLRJmCMOydMEWDrQ,Family Fare Supermarket,https://www.yelp.com/biz/family-fare-supermarket-manistee?osq=meijer,3.8,4,"Grocery, Bakeries, Seafood",N/A,(231) 723-3434,I like my small grocery stores in Manistee.,https://s3-media0.fl.yelpcdn.com/bphoto/nqy9LlZqcuhlpXLvvwC5_g/348s.jpg
Wexford County,6,M85lCq0OrpRhRyYL1CpVSQ,Walmart Supercenter,https://www.yelp.com/biz/walmart-supercenter-traverse-city?osq=meijer,2.4,14,"Grocery, Department Stores",$,(231) 933-8800,Their clothes actually fit vs the ones at Meijer which tend to fit me awkwardly.,https://s3-media0.fl.yelpcdn.com/bphoto/DHCPqfkOYf08RbT3cCshpw/348s.jpg
Wexford County,7,hz_SiImc3mKJi41B1dYTSQ,Manton Mini-Mart,https://www.yelp.com/biz/manton-mini-mart-manton?osq=meijer,4.5,2,"Grocery, Convenience Stores",$,(231) 824-3752,"they have everything you might need from snacks, drinks, and some select grocery items.",https://s3-media0.fl.yelpcdn.com/assets/srv0/yelp_styleguide/ec91c6e75078/assets/img/default_avatars/business_medium_square.png
Wexford County,8,LvB3HdeUJe2tWVTe9Rv-pA,M-55 Market,https://www.yelp.com/biz/m-55-market-wellston?osq=meijer,3.8,5,Grocery,$$$,(231) 848-4579,We went back three times for various grocery items and beer runs.,https://s3-media0.fl.yelpcdn.com/bphoto/6xZOTt50GfAoAulSnBPEdw/348s.jpg
Wexford County,9,2eqoTfq6X3a1BWoup0v0PA,Boon Country Store,https://www.yelp.com/biz/boon-country-store-boon?osq=meijer,3.3,3,Grocery,N/A,(231) 775-7988,"This is indeed a grocery/convenient store. However, the name of the store is NOT Boon Grocery.",https://s3-media0.fl.yelpcdn.com/assets/srv0/yelp_styleguide/ec91c6e75078/assets/img/default_avatars/business_medium_square.png
Wexford County,10,4_Ppt8mG0AOPQ-lc8Cny4g,Midtown Food & Beverage,https://www.yelp.com/biz/midtown-food-and-beverage-cadillac?osq=meijer,2.7,3,Grocery,$,(231) 775-0910,I have always loved the food from here.. I still highly recommend the breakfast wraps and pizzas! However the last sub I got (BLT) the bread was stale and…,https://s3-media0.fl.yelpcdn.com/bphoto/jqHmmDpK14XLvdQoQ_Wltg/348s.jpg
Iosco County,1,yOn9cL6Rdn5iQQRerOHTKQ,Meijer,https://www.yelp.com/biz/meijer-west-branch-2?osq=meijer,5.0,1,"Grocery, Beer, Wine & Spirits, Department Stores",N/A,(989) 787-3040,This Meijer is top notch! Clean and well organized; friendly staff: and everything you could want in...,https://s3-media0.fl.yelpcdn.com/bphoto/6AS3kC4fOZ33k6qGqfyXtg/348s.jpg
Iosco County,2,1loExZ3AxfL-NpO6OC5hpg,Roger’s Family Foods,https://www.yelp.com/biz/rogers-family-foods-oscoda?osq=meijer,3.3,6,Grocery,$$,(989) 569-6304,A relatively small grocery store that shares a retail space with Ace hardware under the same roof...,https://s3-media0.fl.yelpcdn.com/bphoto/DV09-M1t8HIalWZ-RtxtvQ/348s.jpg
Iosco County,3,jRMwC3-UYsBvGL3Xylm3Vg,Walmart Supercenter,https://www.yelp.com/biz/walmart-supercenter-tawas-city?osq=meijer,2.3,15,"Department Stores, Grocery",$,(989) 984-0854,friendly grocery market around post Covid where most of the smaller grocery stores prices have gone...,https://s3-media0.fl.yelpcdn.com/bphoto/y3CEJM34D_OPrwjDnxH56g/348s.jpg
Iosco County,4,w1_yC-CSBpUotBIZ4CGhfQ,Rogers Family Foods,https://www.yelp.com/biz/rogers-family-foods-hale?osq=meijer,4.3,9,"Donuts, Bakeries, Grocery",$$,(989) 728-2711,Great small town full service grocery store. Store staff was very friendly and helpful.,https://s3-media0.fl.yelpcdn.com/bphoto/OIWwfzZ73yTDE422Fvpflw/348s.jpg
Iosco County,5,qfsMbnOC6qrQVdMBK65Jgg,Indian Lake Outpost,https://www.yelp.com/biz/indian-lake-outpost-national-city?osq=meijer,4.2,10,"Grocery, Beer, Wine & Spirits, Ice Cream & Frozen Yogurt",$$,(989) 469-1056,"We love this place! Great wine, great selection of household and grocery items, and great pizza!!!",https://s3-media0.fl.yelpcdn.com/bphoto/7922dbkAfb6LBRTr4ktSlQ/348s.jpg
Iosco County,6,YDbUcjEyjX9ckJm0IHCjZg,Lakebreeze,https://www.yelp.com/biz/lakebreeze-national-city?osq=meijer,5.0,2,Grocery,N/A,N/A,"Good small grocery selection, basics for bbq and breakfast, snacks. Great chicken salad sandwiches...",https://s3-media0.fl.yelpcdn.com/assets/srv0/yelp_styleguide/ec91c6e75078/assets/img/default_avatars/business_medium_square.png
Iosco County,7,XkeEx7yzIZS_mO72Y-dvUQ,Freel’s Market,https://www.yelp.com/biz/freels-market-tawas-city?osq=meijer,4.8,8,"Grocery, Meat Shops",$,(989) 362-6900,Lots of filler groceries on the shelves. Best of all - a meat/deli that will rock your world.,https://s3-media0.fl.yelpcdn.com/bphoto/WfaYVcWtmXcvCje0mYFvlw/348s.jpg
Iosco County,8,I2BZYXh2YWgF_AxGHsqw-A,Walmart Supercenter,https://www.yelp.com/biz/walmart-supercenter-west-branch?osq=meijer,1.6,9,Department Stores,$,(989) 343-1309,And I never even made it to the grocery side of the store. The only bright spot was the young lady...,https://s3-media0.fl.yelpcdn.com/bphoto/FZ2vCVwtb-GRzp1tBPRiRA/348s.jpg
Iosco County,9,DfpB2YuDKD7SoMYF-04ddg,Alward’s Market,https://www.yelp.com/biz/alwards-market-hale?osq=meijer,4.0,12,"Grocery, Meat Shops",$$,(989) 728-2315,"Alward's also has a decent selection of vegetables, a small grocery area, and other unique specialty...",https://s3-media0.fl.yelpcdn.com/bphoto/lnV_LATaeKTHf0JNBmqcfw/348s.jpg
Iosco County,10,8UYy3QtlZYG6Dx2SNSU1qQ,Neiman’s Family Market,https://www.yelp.com/biz/neimans-family-market-tawas-city?osq=meijer,4.3,15,"Grocery, Bakeries, Meat Shops",$$,(989) 362-9180,Great little grocery store. Best variety of specialty foods in town. The store is always clean and...,https://s3-media0.fl.yelpcdn.com/bphoto/sOilRlFH-8YQG0e9yuVVAQ/348s.jpg
Montmorency County,1,DQfG2cwwokp-QfgmX8MMQw,Meijer,https://www.yelp.com/biz/meijer-gaylord-2?osq=meijer,3.8,5,"Grocery, Bakeries, Department Stores",$$,(989) 731-9600,Best experience I've had at a Meijer in ever!,https://s3-media0.fl.yelpcdn.com/bphoto/EPQ4L71h10lAglF6F9y8oA/348s.jpg
Montmorency County,2,V_MR-pINpcCEVyljmMNDcg,Meijer,https://www.yelp.com/biz/meijer-alpena?osq=meijer,4.9,9,"Department Stores, Grocery, Bakeries",$$,(989) 884-6100,This is such a nice Meijer! It is very clean well-organized. What really caught my attention was the...,https://s3-media0.fl.yelpcdn.com/bphoto/6HXeWMxA9pxi4axAQO6otA/348s.jpg
Montmorency County,3,7H0sHW9gLRfVexYjBEUgVA,Walmart Supercenter,https://www.yelp.com/biz/walmart-supercenter-gaylord?osq=meijer,2.6,21,"Department Stores, Grocery",$,(989) 732-8090,So i called Meijer they had nothing in my price range. But i must say that they had very good...,https://s3-media0.fl.yelpcdn.com/bphoto/DXTBGsMCYzKgbzyUT4Z6Lw/348s.jpg
Montmorency County,4,33AXA94Khci_7AihzKm3Dg,Perch’s IGA Foodstore,https://www.yelp.com/biz/perchs-iga-foodstore-alpena?osq=meijer,4.6,5,"Grocery, Beer, Wine & Spirits",$$,(989) 354-4012,It's there and the size is great! Better than you're average Meijer or Walmart produce.,https://s3-media0.fl.yelpcdn.com/bphoto/eHyBjNv2nPbAnqBiq4STdA/348s.jpg
Montmorency County,5,LJ4UQsk3HqaQF5lSJNtE7A,Freddies Iga,https://www.yelp.com/biz/freddies-iga-atlanta-2?osq=meijer,4.3,7,Grocery,$,(989) 785-5723,"Employees are nice, cashiers are friendly. Good assortment and prices. I go to grocery shop not to...",https://s3-media0.fl.yelpcdn.com/bphoto/kARlcMPyl0EvlXGttJ5X-w/348s.jpg
Montmorency County,6,9UpBaFb0OvVXm-CvfMdAgQ,Jojo’s Natural Market,https://www.yelp.com/biz/jojos-natural-market-gaylord?osq=meijer,3.8,4,"Grocery, Health Markets",$$,(989) 705-8500,"Well yes I love to go into Jojos, I go in at least once a week. However Meijer is getting alot of...",https://s3-media0.fl.yelpcdn.com/assets/srv0/yelp_styleguide/ec91c6e75078/assets/img/default_avatars/business_medium_square.png
Montmorency County,7,-sF-j-t8NlXckp1NA0lBCQ,Rygwelski’s IGA,https://www.yelp.com/biz/rygwelskis-iga-rogers-city?osq=meijer,4.9,9,Grocery,$,(989) 734-3248,"Tiny little grocery store in Rogers City, MI that has some of the best home made landjagers!!!",https://s3-media0.fl.yelpcdn.com/bphoto/LrEoBWUGrMGzmnxn-pvkcw/348s.jpg
Montmorency County,8,b_IctvEH9QldWXHFvyktyw,Family Fare Supermarket,https://www.yelp.com/biz/family-fare-supermarket-grayling-4?osq=meijer,2.5,15,Grocery,$$,(989) 348-5011,"The store was clean, the layout better than any mind-boggling Walmart or Meijer and the prices were...",https://s3-media0.fl.yelpcdn.com/bphoto/Pp4XlAn5BEpATToXrjkJng/348s.jpg
Montmorency County,9,xp8f204VvaIcyIYwkD7d7w,Walmart Supercenter,https://www.yelp.com/biz/walmart-supercenter-alpena?osq=meijer,3.1,9,"Department Stores, Grocery",$,(989) 354-0830,They are always moving stuff around so you can never find anything. This is why I go to meijer.,https://s3-media0.fl.yelpcdn.com/bphoto/9-sy6R9gW40wGv68cKBZRA/348s.jpg
Montmorency County,10,euMOGNR4rTJoR8QVAHYriQ,Dollar General,https://www.yelp.com/biz/dollar-general-atlanta-18?osq=meijer,N/A,N/A,"Grocery, Discount Store",N/A,(989) 217-8857,N/A,https://s3-media0.fl.yelpcdn.com/assets/srv0/yelp_styleguide/ec91c6e75078/assets/img/default_avatars/business_medium_square.png
Alpena County,1,V_MR-pINpcCEVyljmMNDcg,Meijer,https://www.yelp.com/biz/meijer-alpena?osq=meijer,4.9,9,"Department Stores, Grocery, Bakeries",$$,(989) 884-6100,This is such a nice Meijer! It is very clean well-organized. What really caught my attention was the...,https://s3-media0.fl.yelpcdn.com/bphoto/6HXeWMxA9pxi4axAQO6otA/348s.jpg
Alpena County,2,33AXA94Khci_7AihzKm3Dg,Perch’s IGA Foodstore,https://www.yelp.com/biz/perchs-iga-foodstore-alpena?osq=meijer,4.6,5,"Grocery, Beer, Wine & Spirits",$$,(989) 354-4012,It's there and the size is great! Better than you're average Meijer or Walmart produce.,https://s3-media0.fl.yelpcdn.com/bphoto/eHyBjNv2nPbAnqBiq4STdA/348s.jpg
Alpena County,3,xp8f204VvaIcyIYwkD7d7w,Walmart Supercenter,https://www.yelp.com/biz/walmart-supercenter-alpena?osq=meijer,3.1,9,"Department Stores, Grocery",$,(989) 354-0830,They are always moving stuff around so you can never find anything. This is why I go to meijer.,https://s3-media0.fl.yelpcdn.com/bphoto/9-sy6R9gW40wGv68cKBZRA/348s.jpg
